ID,Flags,ModelName,SizeClass,ModelScale,BloodID,FootprintTextureID,FootprintTextureLength,FootprintTextureWidth,FootprintParticleScale,FoleyMaterialID,FootstepShakeSize,DeathThudShakeSize,SoundID,CollisionWidth,CollisionHeight,MountHeight,GeoBoxMinX,GeoBoxMinY,GeoBoxMinZ,GeoBoxMaxX,GeoBoxMaxY,GeoBoxMaxZ,WorldEffectScale,AttachedEffectScale,MissileCollisionRadius,MissileCollisionPush,MissileCollisionRaise
32,0,Creature\Ogre\Ogre.mdx,3,1,1,4,18,12,1,0,0,10,32,0.6111,2.031,1.346687,-0.571247,-0.994158,-0.012723,0.513097,0.989934,2.876058,1,1,0,0,0
33,0,Creature\Ogre\OgreMage.mdx,3,1,1,1,18,12,1,0,0,10,33,0.6111,2.031,0,-0.571247,-0.994159,-0.012721,0.513097,0.989933,2.881102,1,1,0,0,0
34,0,Creature\Raptor\Raptor.mdx,1,1,1,5,18,12,1,0,0,0,34,0.6111,2.031,2.520609,-4.327215,-1.163992,-0.062383,1.987665,2.095047,3.211344,1,1,0,0,0
35,2,Creature\SeaGiant\SeaGiant.mdx,4,1,1,4,18,12,1,0,1,11,35,0.6944,2.083,0,-2.412799,-4.203702,-0.036526,1.688339,4.423341,7.884146,0.8,0.75,0,0,0
36,1,Creature\SILITHID\Silithid.mdx,1,1,2,1,1,1,1,0,0,0,36,0.6944,2.083,0,-2.68456,-1.708342,-0.014375,1.429448,1.707697,2.374903,1,1,0,0,0
37,2,Creature\Succubus\Succubus.mdx,1,1,1,3,18,12,1,0,0,0,37,0.6111,2.031,0,-1.638376,-0.520597,-0.00469,0.259531,1.23426,2.054406,1,1,0,0,0
38,2,Creature\Tallstrider\TallStrider.mdx,1,1,1,5,18,12,1,0,0,0,38,0.6111,2.031,2.412617,-1.671618,-0.776143,-0.031664,1.221609,0.885709,3.322787,1,1,0,0,0
39,2,Creature\TitanFemale\TitanFemale.mdx,4,1,1,1,18,12,1,0,10,11,39,0.6111,2.031,4.548936,-1.131715,-1.85276,-0.020017,1.214471,1.141058,7.336499,1,1,0,0,0
40,2,Creature\TitanMale\TitanMale.mdx,3,1,1,1,18,12,1,0,1,12,40,0.6111,2.031,4.309965,-1.823325,-3.115763,-0.004751,1.731788,2.647925,7.398138,1,1,0,0,0
41,0,Creature\Troglodyte\Troglodyte.mdx,1,1,1,4,18,12,1,0,0,0,41,0.6944,2.083,0,-0.25364,-0.832327,-0.000404,1.034496,0.856486,1.882738,1,1,0,0,0
42,0,Creature\Troll\Troll.mdx,1,1,1,1,18,12,1,0,0,0,42,0.6111,2.031,1.418861,-1.110465,-0.707755,-1.3E-05,0.477134,0.758649,2.262716,1,1,0,0,0
43,16,Creature\Wolf\Wolf.mdx,1,1,1,7,9,6,1,0,0,0,43,0.6111,2.031,0,-2.256148,-0.636058,-7.8E-05,1.584775,0.666565,1.702781,1,1,0,0,0
44,0,Creature\Worgen\Worgen.mdx,1,1,1,7,18,12,1,0,0,0,44,0.6111,2.031,1.294047,-0.655967,-1.176232,0.000852,0.702095,1.080357,2.290177,1,1,0,0,0
45,2,Creature\Ghoul\Ghoul.mdx,1,1,2,1,18,12,1,0,0,0,45,0.6111,2.031,1.217973,-0.586946,-1.359796,-0.028197,1.179566,1.513941,1.940702,1,1,0,0,0
47,0,Creature\DragonSpawn\DragonSpawn.mdx,1,1,1,5,18,12,1,0,0,0,47,0.6111,2.031,1.547733,-3.220913,-2.392489,-0.035368,1.97218,1.779187,2.580163,1,1,0,0,0
49,2052,Character\Human\Male\HumanMale.mdx,1,1,1,1,12,10,1,0,0,0,49,0.6111,2.031,1.036183,-0.576729,-0.544345,-0.000694,0.368137,0.535902,2.1292,1,1,0,0,0
50,2052,Character\Human\Female\HumanFemale.mdx,1,1,1,1,12,10,1,0,0,0,50,0.4167,1.913,1.002637,-0.487307,-0.359981,-0.002223,0.275955,0.370421,1.924935,1,1,0,0,0
51,2052,Character\Orc\Male\OrcMale.mdx,1,1,1,1,14,14,1,0,0,0,51,0.6111,2.031,1.117047,-0.725006,-0.874448,-0.006954,0.744109,0.853355,2.360109,1,1,0,0,0
52,2052,Character\Orc\Female\OrcFemale.mdx,1,1,1,1,12,11,1,0,0,0,52,0.4722,2.051,1.111931,-0.7359,-0.524626,-0.00706,0.303435,0.525658,2.148311,1,1,0,0,0
53,2052,Character\Dwarf\Male\DwarfMale.mdx,1,1,1,1,12,10,1,0,0,0,53,0.6111,1.607,0.724923,-0.599128,-0.640795,-0.020871,0.40075,0.607325,1.596981,1,1,0,0,0
54,2052,Character\Dwarf\Female\DwarfFemale.mdx,1,1,1,1,12,10,1,0,0,0,54,0.4444,1.528,0.680556,-0.49062,-0.466366,-0.001176,0.258298,0.471601,1.513909,1,1,0,0,0
55,2052,Character\NightElf\Male\NightElfMale.mdx,1,1,1,1,12,10,1,0,0,0,55,0.7778,2.438,1.300954,-0.700578,-0.616555,-0.004442,0.303064,0.637019,2.594885,1,1,0,0,0
56,2052,Character\NightElf\Female\NightElfFemale.mdx,1,1,1,1,12,10,1,0,0,0,56,0.5556,2.25,1.334737,-0.651854,-0.388227,0.001303,0.342884,0.590199,2.270012,1,1,0,0,0
57,2052,Character\Scourge\Male\ScourgeMale.mdx,1,1,2,1,12,10,1,0,0,0,57,0.6944,1.861,1.078235,-0.825213,-0.582538,-0.01116,0.384067,0.463535,2.101244,1,1,0,0,0
58,2052,Character\Scourge\Female\ScourgeFemale.mdx,1,1,2,1,12,10,1,0,0,0,58,0.4167,1.844,0.98552,-0.507693,-0.441342,-0.010693,0.412561,0.431282,2.054849,1,1,0,0,0
59,2052,Character\Tauren\Male\TaurenMale.mdx,1,1,1,3,22,16,2,0,0,0,59,0.5903,1.653,0.987215,-1.070695,-0.868184,-0.010933,0.987776,0.858508,2.248724,1,1,0,0,0
60,2052,Character\Tauren\Female\TaurenFemale.mdx,1,1.25,1,3,20,14,2,0,0,0,60,0.6667,2.111,1.023314,-0.818679,-0.663842,-0.003803,0.540948,0.663842,2.23351,1,1,0,0,0
61,10,Creature\CarrionBird\CarrionBird.mdx,0,1,1,1,18,12,1,0,0,0,61,0.6111,2.031,0,-2.169915,-2.075572,0.537171,1.676888,2.249723,6.228934,0.6,1,0,0,0
62,8,Creature\Hydra\Hydra.mdx,3,1,1,1,18,12,1,0,0,10,62,0.6111,2.031,0,-6.072165,-3.129389,-0.191697,2.5419,4.293607,4.737421,1,1,0,0,0
63,2,Creature\Tarantula\Tarantula.mdx,1,1,1,1,18,12,1,0,0,0,63,0.6944,2.083,0,-2.177743,-2.882292,-0.097646,2.784707,2.886781,2.393054,1,1,0,0,0
64,2,SoundTest.mdx,1,1,1,1,18,12,1,0,0,0,64,0,0,0,0,0,0,0,0,0,1,1,0,0,0
65,0,Creature\Horse\Horse.mdx,1,1,1,6,18,12,1,0,0,0,65,0.6111,2.031,1.865713,-1.243863,-0.436629,-0.021972,2.004628,0.433532,2.630913,1,1,0,0,0
66,0,Creature\Boar\Boar.mdx,0,1,1,3,9,6,1,0,0,0,66,0.6111,2.031,0,-1.149143,-0.448391,-0.029192,1.780213,0.452119,2.093486,1,1,0,0,0
67,16,Creature\ANCIENTPROTECTOR\AncientProtector.mdx,3,1,2,3,18,12,1,0,1,11,67,0.6111,2.031,0,-1.838293,-2.812557,-0.033276,2.667753,2.977111,6.281034,0.8,0.5,0,0,0
68,0,Creature\DoomGuard\DoomGuard.mdx,1,1,1,3,18,12,1,0,0,0,68,0.6111,2.031,0,-2.127987,-1.873767,-0.008044,0.778069,2.035835,4.090948,1,1,0,0,0
69,3,Creature\ElementalEarth\ElementalEarth.mdx,1,1,1,3,18,12,1,0,0,0,69,0.6111,2.031,0,-1.863642,-2.297223,-0.131378,1.82521,2.178519,3.327038,0.07,0.9,0,0,0
70,2,Creature\Skeleton\Skeleton.mdx,1,1,1,1,18,12,1,0,0,0,70,0.6944,2.083,1.391404,-0.606957,-0.747452,-0.01681,0.530093,0.665247,1.987399,1,1,0,0,0
71,2,Creature\GolemHarvest\GolemHarvest.mdx,1,1,3,1,18,12,1,0,0,0,71,0.6111,2.031,0,-1.073586,-1.481989,-0.005854,0.728422,1.460349,3.381757,1,1,0,0,0
72,2,Creature\GolemHarvestStage2\GolemHarvestStage2.mdx,1,1,3,1,18,12,1,0,0,0,72,0.6944,2.083,0,-1.026669,-1.415597,0.000997,0.595842,1.425126,3.007037,1,1,0,0,0
73,1,Creature\DireWolf\DireWolf.mdx,1,1,1,7,6,4,1,0,0,0,73,0.6111,2.031,1.399111,-2.306945,-0.575971,-0.023982,1.588482,0.546913,1.878976,1,1,0,0,0
74,0,Creature\HumanMalePeasant\HumanMalePeasant.mdx,1,1,1,4,12,10,1,0,0,0,74,0.5097,2.031,0,-0.372783,-0.540395,-0.001331,0.441049,0.560798,1.828943,1,1,0,0,0
75,1,Creature\WindSerpent\WindSerpent.mdx,2,1,1,5,18,12,1,0,0,0,75,0.6111,2.031,0,-5.09821,-2.802927,0.012658,2.724665,2.566063,5.167276,1,1,0,0,0
76,9,Creature\Frenzy\Frenzy.mdx,1,1,1,-1,18,12,1,0,0,0,76,0.6111,2.031,0,-1.52124,-0.791052,0.012092,1.031662,1.063799,1.454085,1,1,0,0,0
77,0,Creature\Dryad\Dryad.mdx,1,1,1,6,18,12,1,0,0,0,77,0.6111,2.031,0,-0.984859,-0.581058,-0.011181,1.062566,0.493279,2.39053,1,1,0,0,0
78,0,Creature\Satyr\Satyr.mdx,1,1,1,3,18,12,1,0,0,0,78,0.6944,2.083,0,-1.870827,-0.921303,-0.006889,0.317229,0.917745,2.770433,1,1,0,0,0
79,0,Creature\HumanMaleKid\HumanMaleKid.mdx,1,1,1,4,18,12,1,0,0,0,79,0.6111,2.031,0,-0.169948,-0.254709,0.007144,0.212211,0.25633,1.301313,1,1,0,0,0
80,0,Creature\HumanFemaleKid\HumanFemaleKid.mdx,1,1,1,4,18,12,1,0,0,0,80,0.6111,2.031,0,-0.162359,-0.208797,-0.001194,0.089624,0.201047,1.163888,1,1,0,0,0
81,3,Creature\Slime\Slime.mdx,1,1,2,-1,18,12,1,0,0,0,81,0.6944,2.083,0,-2.439952,-1.428039,-0.030023,1.088946,1.41014,1.841248,1,1,0,0,0
82,16,Creature\Tiger\Tiger.mdx,1,1,1,7,18,12,1,0,0,0,82,0.6111,2.031,1.241372,-2.428367,-0.658701,-0.006203,1.028872,0.533702,1.268102,1,1,0,0,0
83,0,Creature\bear\Bear.mdx,1,1,1,7,18,12,1,0,0,0,83,0.6111,2.031,1.761474,-1.657582,-0.925305,-0.058709,1.681357,0.867246,1.843324,1,1,0,0,0
84,2,Creature\GolemStone\GolemStone.mdx,1,1,3,-1,18,12,1,0,0,10,84,0.6111,2.031,0,-1.011327,-2.025662,-0.067876,2.028448,1.720079,3.348155,1,1,0,0,0
85,1,Creature\Wyvern\Wyvern.mdx,1,1,1,-1,18,12,1,0,0,0,85,0.6111,2.031,1.193891,-3.20153,-5.221857,0.423987,3.136625,5.234344,6.741571,1,1,0,0,0
86,0,Creature\HumanMalePeasant\HumanMalePeasantAxe.mdx,1,1,1,1,18,12,1,0,0,0,86,0.5097,2.031,0,-0.37285,-0.540396,-0.001234,0.441024,0.560816,1.828921,1,1,0,0,0
87,0,Creature\HumanMalePeasant\HumanMalePeasantGold.mdx,1,1,1,1,18,12,1,0,0,0,87,0.5097,2.031,0,-0.991776,-0.527034,0.000585,0.440351,0.523597,1.760418,1,1,0,0,0
88,0,Creature\HumanMalePeasant\HumanMalePeasantPick.mdx,1,1,1,1,18,12,1,0,0,0,88,0.5097,2.031,0,-0.432398,-0.540395,-0.001331,0.826877,0.575022,1.828943,1,1,0,0,0
89,0,Creature\HumanMalePeasant\HumanMalePeasantWood.mdx,1,1,1,1,18,12,1,0,0,0,89,0.5097,2.031,0,-0.525653,-0.640256,0.000655,0.578776,0.545235,2.122706,1,1,0,0,0
90,9,Creature\Hippogryph\Hippogryph.mdx,2,1,1,-1,18,12,1,0,0,0,90,0.6111,2.031,1.656586,-2.877178,-3.743629,0.039645,2.177575,3.76338,5.156446,1,1,0,0,0
91,1,Creature\SilithidTank\SilithidTank.mdx,1,1,1,1,1,1,1,0,0,0,91,0.6111,2.031,0,-2.474913,-1.452283,-0.066141,1.376605,1.785943,3.207652,1,1,0,0,0
92,3,Creature\Silithidwasp\SilithidWasp.mdx,1,1,1,-1,18,12,1,0,0,0,92,0.6111,2.031,2.764921,-1.944303,-2.600022,0.181614,2.338802,2.542857,5.967975,1,1,0,0,0
93,0,Creature\HumanFemaleBlacksmith\HumanFemaleBlacksmith.mdx,1,1,1,1,18,12,1,0,0,0,93,0.4722,1.944,0,-0.269897,-0.316466,-0.004714,0.246695,0.328929,1.897014,1,1,0,0,0
94,0,Creature\HumanFemaleFarmer\HumanFemaleFarmer.mdx,1,1,1,1,18,12,1,0,0,0,94,0.6111,2.031,0,-0.529581,-0.421662,-0.004256,0.243008,0.435132,1.883642,1,1,0,0,0
95,0,Creature\HumanFemaleMerchantFat\HumanFemaleMerchantFat.mdx,1,1,1,1,18,12,1,0,0,0,95,0.6111,2.031,0,-0.316277,-0.369578,-0.008559,0.260954,0.463854,2.022604,1,1,0,0,0
96,0,Creature\HumanFemaleMerchantThin\HumanFemaleMerchantThin.mdx,1,1,1,1,18,12,1,0,0,0,96,0.5556,1.944,0,-0.3336,-0.369577,-0.008558,0.249117,0.403831,1.872996,1,1,0,0,0
97,0,Creature\HumanFemalePeasant\HumanFemalePeasant.mdx,1,1,1,1,18,12,1,0,0,0,97,0.4167,1.913,0,-0.300864,-0.330077,-0.001708,0.333066,0.421097,1.889445,1,1,0,0,0
98,0,Creature\HumanFemaleWarriorHeavy\HumanFemaleWarriorHeavy.mdx,1,1,1,1,18,12,1,0,0,0,98,0.4167,1.913,0,-0.281995,-0.342848,-0.002671,0.246974,0.343207,1.913336,1,1,0,0,0
99,0,Creature\HumanFemaleWarriorLight\HumanFemaleWarriorLight.mdx,1,1,1,1,18,12,1,0,0,0,99,0.4167,1.913,0,-0.322469,-0.319104,-0.001459,0.288641,0.329237,1.895215,1,1,0,0,0
100,0,Creature\HumanFemaleWarriorMedium\HumanFemaleWarriorMedium.mdx,1,1,1,1,18,12,1,0,0,0,100,0.4167,1.913,0,-0.271689,-0.325399,-0.001459,0.243055,0.329237,1.895229,1,1,0,0,0
101,0,Creature\HumanMaleBlacksmith\HumanMaleBlacksmith.mdx,1,1,1,1,18,12,1,0,0,0,101,0.6944,2.056,0,-0.360743,-0.664335,-0.002381,0.438553,0.542029,2.007537,1,1,0,0,0
102,0,Creature\HumanMaleFarmer\HumanMaleFarmer.mdx,1,1,1,1,18,12,1,0,0,0,102,0.5556,2.083,0,-0.255377,-0.437861,-0.000814,0.349882,0.434437,2.014777,1,1,0,0,0
103,0,Creature\HumanMaleNoble\HumanMaleNoble.mdx,1,1,1,1,18,12,1,0,0,0,103,0.6111,2.031,0.871599,-0.360744,-0.664336,-0.002381,0.438557,0.553806,2.046734,1,1,0,0,0
104,0,Creature\HumanMaleWarriorHeavy\HumanMaleWarriorHeavy.mdx,1,1,1,1,18,12,1,0,0,0,104,0.6111,2.031,0,-0.316737,-0.475834,-0.002818,0.402932,0.484231,2.05718,1,1,0,0,0
105,0,Creature\HumanMaleWarriorMedium\HumanMaleWarriorMedium.mdx,1,1,1,1,18,12,1,0,0,0,105,0.6111,2.031,0,-0.316737,-0.486773,-0.002813,0.402931,0.513672,1.993774,1,1,0,0,0
106,0,Creature\HumanMaleWizard\HumanMaleWizard.mdx,1,1,1,1,18,12,1,0,0,0,106,0.5097,2.031,0,-0.360743,-0.664337,-0.002381,0.438496,0.54203,2.282205,1,1,0,0,0
107,0,Creature\HumanMaleWarriorLight\HumanMaleWarriorLight.mdx,1,1,1,1,18,12,1,0,0,0,107,0.6111,2.031,0,-0.337104,-0.471952,-0.002563,0.403315,0.484192,1.994458,1,1,0,0,0
108,0,Creature\HumanMaleCaster\HumanMaleCaster.mdx,1,1,1,1,18,12,1,0,0,0,108,0.6111,2.031,0,-0.372525,-0.516474,-0.00081,0.431895,0.514724,2.019828,1,1,0,0,0
109,0,Creature\HumanFemaleCaster\HumanFemaleCaster.mdx,1,1,1,1,18,12,1,0,0,0,109,0.4167,1.913,0,-0.338402,-0.366659,-0.001565,0.240099,0.346871,1.962467,1,1,0,0,0
110,11,Creature\WATERELEMENTAL\WaterElemental.mdx,1,1,2,4,18,12,1,0,0,0,110,0.6111,2.031,0,-1.035244,-1.680827,0.366207,1.043886,1.684634,3.043421,0.35,1,0,0,0
111,0,Creature\Chicken\Chicken.mdx,0,1,1,5,4,3,1,0,0,0,111,0.6111,2.031,0.269092,-0.268983,-0.195972,-0.002365,0.262755,0.186011,0.441103,1,1,0,0,0
112,0,Creature\OrcMaleWarriorLight\OrcMaleWarriorLight.mdx,1,1,1,1,18,12,1,0,0,0,112,0.6111,2.031,1.236362,-0.626689,-0.769626,-0.000164,0.524903,0.730086,2.352855,1,1,0,0,0
113,0,Creature\OrcMaleMerchantLight\OrcMaleMerchantLight.mdx,1,1,1,1,18,12,1,0,0,0,113,0.75,2.361,0,-0.626689,-0.769626,-0.000164,0.524904,0.730086,2.273276,1,1,0,0,0
114,0,Creature\Rabbit\Rabbit.mdx,0,1,1,7,4,3,1,0,0,0,114,0.6111,2.031,0,-0.477103,-0.201774,-0.006385,0.28776,0.194655,0.511072,1,0.5,0,0,0
115,0,Creature\DwarfMaleWarriorLight\DwarfMaleWarriorLight.mdx,1,1,1,1,18,12,1,0,0,0,115,0.6944,1.389,0,-0.423504,-0.614088,-0.006975,0.532594,0.56656,1.55894,1,1,0,0,0
116,0,Creature\Troll\TrollJungleCaster.mdx,1,1,-1,4,18,12,1,0,0,0,116,0.6111,2.031,1.418861,-1.122086,-1.141437,-0.046315,0.477134,0.770787,2.282449,1,1,0,0,0
117,0,Creature\Troll\TrollJungleBoss.mdx,1,1,-1,4,18,12,1,0,0,0,117,0.6111,2.031,1.418861,-1.122086,-1.141437,-0.046315,0.756849,0.770787,2.553173,1,1,0,0,0
118,0,Creature\Troll\TrollWhelp.mdx,1,1,-1,4,18,12,1,0,0,0,118,0.6111,2.031,1.418861,-1.110465,-0.707756,-1.3E-05,0.477134,0.758649,2.262716,1,1,0,0,0
119,0,Creature\Troll\TrollMelee.mdx,1,1,-1,4,18,12,1,0,0,0,119,0.6111,2.031,1.418861,-1.122663,-1.141413,-0.046311,0.477133,0.770781,2.281977,1,1,0,0,0
120,0,Creature\Troll\TrollForestBoss.mdx,1,1,-1,4,18,12,1,0,0,0,120,0.6111,2.031,1.418861,-1.122086,-1.141437,-0.046315,0.756848,0.770787,2.553173,1,1,0,0,0
121,0,Creature\Troll\TrollForestCaster.mdx,1,1,-1,4,18,12,1,0,0,0,121,0.6111,2.031,1.418861,-1.122086,-1.141437,-0.046315,0.515449,0.770787,2.282449,1,1,0,0,0
122,0,Creature\GnollCaster\GnollCaster.mdx,1,1,1,7,18,12,1,0,0,0,122,0.6944,2.083,0,-0.896779,-0.757445,0.000416,0.732067,0.757452,1.851908,1,1,0,0,0
123,0,Creature\GnollMelee\GnollMelee.mdx,1,1,-1,7,18,12,1,0,0,0,123,0.8333,1.564,0,-0.773347,-0.695158,0.000415,0.731812,0.757685,1.7562,1,1,0,0,0
124,0,Creature\Deer\Deer.mdx,1,1,-1,3,18,12,1,0,0,0,124,0.6111,2.031,0,-0.470836,-0.257742,-0.003706,1.212014,0.258516,1.67744,1,1,0,0,0
125,0,Creature\HumanMaleMarshal\HumanMaleMarshal.mdx,1,1,-1,1,18,12,1,0,0,0,125,0.5097,2.031,0,-0.524196,-0.47091,-0.002551,0.42839,0.517416,2.011116,1,1,0,0,0
126,0,Creature\HumanMaleGuard\HumanMaleGuard.mdx,1,1,-1,1,18,12,1,0,0,0,126,0.5097,2.031,0,-0.524196,-0.47091,-0.002551,0.42839,0.517416,2.227501,1,1,0,0,0
127,0,Creature\HumanMalePirateCaptain\HumanMalePirateCaptain.mdx,1,1,-1,1,18,12,1,0,0,0,127,0.6111,2.031,1.036183,-0.240204,-0.497698,-0.000429,0.313023,0.510516,2.056736,1,1,0,0,0
128,0,Creature\HumanMalePirateCrewman\HumanMalePirateCrewman.mdx,1,1,-1,4,18,12,1,0,0,0,128,0.6944,2.083,0,-0.275746,-0.455548,-0.002414,0.39303,0.460446,2.018053,1,1,0,0,0
129,0,Creature\HumanMalePirateSwashbuckler\HumanMalePirateSwashbuckler.mdx,1,1,-1,1,18,12,1,0,0,0,129,0.6944,2.083,0,-0.259557,-0.458093,-0.004047,0.370671,0.469067,2.00073,1,1,0,0,0
130,0,Creature\Dreadlord\DreadLord.mdx,2,1,3,3,18,12,1,0,0,10,130,0.6111,2.031,0,-2.89868,-2.36577,-0.182645,1.039702,2.260313,3.46735,1,1,0,0,0
131,0,Creature\Gnome\Gnome.mdx,1,1,-1,1,18,12,1,0,0,0,131,0.6944,1.25,0,-0.286203,-0.445213,-0.001502,0.306011,0.419611,0.929975,1,1,0,0,0
