"ID","ModelName","Sound_1","Sound_2","Sound_3","Sound_4","Sound_5","Sound_6","Sound_7","Sound_8","Sound_9","Sound_10","GeoBoxMinX","GeoBoxMinY","GeoBoxMinZ","GeoBoxMaxX","GeoBoxMaxY","GeoBoxMaxZ","ObjectEffectPackageID"
"56","World\Generic\Dwarf\Passive Doodads\Steins\DwarvenStein02.mdx","0","0","0","0","0","0","0","0","0","0","-0.146553","-0.192744","0.002717","0.150837","0.276062","0.632111","0"
"58","World\Azeroth\Elwynn\PassiveDoodads\BattleGladeShield1\BattleGladeShield1.mdx","0","0","0","0","0","0","0","0","0","0","-0.589119","-0.742139","-0.00518","1.07557","0.462492","0.099701","0"
"60","World\Azeroth\Duskwood\PassiveDoodads\Bush\Pumpkin01.mdx","0","0","0","0","0","0","0","0","0","0","-0.833388","-0.963887","-0.429949","0.859423","2.474886","1.529106","0"
"63","World\Generic\Human\Passive Doodads\Flowers\FlowersBunch02.mdx","0","0","0","0","0","0","0","0","0","0","-0.215349","-0.428978","-0.114426","0.236487","0.3891","0.336756","0"
"70","World\Generic\Human\Passive Doodads\Weapons&Armor\HumanMace02.mdx","0","0","0","0","0","0","0","0","0","0","-0.3698","-0.1702","-0.103035","0.989139","0.163201","0.185699","0"
"90","World\Azeroth\Stranglethorn\PassiveDoodads\Waterfall\StranglethornWaterfall01.mdx","0","0","0","0","0","0","0","0","0","0","-1.587188","-2.419453","0","0.268263","2.416873","8.734192","0"
"91","World\Generic\Human\Passive Doodads\Chairs\GeneralMedChair01.mdx","0","0","0","0","0","0","0","0","0","0","-0.870825","-0.584937","-0.110371","0.151192","0.584937","1.652847","0"
"92","World\Generic\Human\Passive Doodads\Chairs\GeneralChairHighEnd01.mdx","0","0","0","0","0","0","0","0","0","0","-0.763096","-0.801293","-0.002386","0.152754","0.800121","2.080039","0"
"95","World\Generic\PassiveDoodads\ParticleEmitters\HouseSmoke.mdx","0","0","0","0","0","0","0","0","0","0","-1.329676","-1.143207","-0.060634","1.068442","1.150644","9.051079","0"
"100","World\Generic\PassiveDoodads\Lights\Candle01.mdx","0","0","0","0","0","0","0","0","0","0","-0.118402","-0.121084","0","0.121457","0.118775","0.564088","0"
"105","World\Generic\Human\Passive Doodads\Books\BookMedium01.mdx","0","0","0","0","0","0","0","0","0","0","-0.113822","-0.222141","0.000167","0.098408","0.225543","0.604028","0"
"107","World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackShort01.mdx","0","0","0","0","0","0","0","0","0","0","-0.535453","-0.232566","0","0.259489","0.337557","0.350056","0"
"112","World\Generic\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx","0","0","0","0","0","0","0","0","0","0","-0.308737","-0.360661","-0.001209","0.309601","0.353334","0.967672","0"
"113","World\Generic\PassiveDoodads\Crate02\Crate02.mdx","0","0","0","0","0","0","0","0","0","0","-0.43571","-0.763771","0.003151","0.428923","0.764007","0.503345","0"
"114","World\Generic\Human\Passive Doodads\Food&Utensils\TurkeyLeg.mdx","0","0","0","0","0","0","0","0","0","0","-0.420042","-0.193695","-0.006253","0.433622","0.175587","0.347467","0"
"119","World\Lordaeron\SilverPine\PassiveDoodads\bushes\SilverPineBush01.mdx","0","0","0","0","0","0","0","0","0","0","-3.207876","-3.246394","-0.330685","3.093184","2.679648","2.701597","0"
"124","World\Azeroth\RedRidge\PassiveDoodads\RowBoat\RowBoat01.mdx","0","0","0","0","0","0","0","0","0","0","-6.75666","-1.306907","-0.197767","1.583432","2.983114","1.45772","0"
"130","World\Generic\Human\Passive Doodads\WeaponRacks\GeneralWeaponrack01.mdx","0","0","0","0","0","0","0","0","0","0","-0.598371","-0.348473","-0.123033","0.694301","0.708826","2.785502","0"
"131","World\Azeroth\Elwynn\PassiveDoodads\Catapult\Catapult.mdx","0","0","0","0","0","0","0","0","0","0","-3.937864","-4.903472","0.012082","5.206622","4.936445","3.407319","0"
"133","World\Generic\PassiveDoodads\ParticleEmitters\SunkenFlame01.mdx","0","0","0","0","0","0","0","0","0","0","-0.11268","-0.120727","-0.025467","0.099025","0.108448","-0.00046","0"
"134","World\Azeroth\Duskwood\PassiveDoodads\Fence\RockWallRubble.mdx","0","0","0","0","0","0","0","0","0","0","-0.877033","-0.788389","0.011984","0.393397","0.580761","0.818833","0"
"137","World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf03.mdx","0","0","0","0","0","0","0","0","0","0","-0.31686","-1.410794","-0.010439","0.566149","1.395629","3.227385","0"
"138","World\Azeroth\Westfall\PassiveDoodads\WestfallChair\WestfallChair.mdx","0","0","0","0","0","0","0","0","0","0","-0.454154","-0.340754","-0.015295","0.21039","0.290682","0.531843","0"
"139","World\Generic\Human\Passive Doodads\Statues\StatueKhadgar.mdx","0","0","0","0","0","0","0","0","0","0","-7.514433","-6.347859","-0.045016","8.462882","7.2718","28.57297","0"
"148","World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampSorrowRoot02.mdx","0","0","0","0","0","0","0","0","0","0","-0.891997","-1.024053","-0.875777","2.417259","1.908318","4.625498","0"
"150","World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer04.mdx","0","0","0","0","0","0","0","0","0","0","-0.090289","0.083382","3.463157","0.09029","1.755865","3.907382","0"
"151","World\Generic\Human\Passive Doodads\Tables\BloodyTable1.mdx","0","0","0","0","0","0","0","0","0","0","-1.432252","-1.991871","-0.000622","1.432251","1.991871","2.15952","0"
"153","World\Generic\Human\Passive Doodads\CatapultRuins\CatapultBall01.mdx","0","0","0","0","0","0","0","0","0","0","-1.24867","-1.24735","-1.24131","1.23395","1.23527","1.24131","0"
"154","World\Generic\Human\Passive Doodads\DogHouses\DogHouse.mdx","0","0","0","0","0","0","0","0","0","0","-1.43263","-1.030817","-0.110371","1.494097","1.048948","1.934498","0"
"155","World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnMushroom01\ElwynnMushroom01.mdx","0","0","0","0","0","0","0","0","0","0","-0.625409","-0.546413","-0.014038","0.553417","0.423248","0.392411","0"
"156","World\Generic\Human\Passive Doodads\Posters\MissingPoster01.mdx","0","0","0","0","0","0","0","0","0","0","-0.214216","-0.506724","-1.652187","0.116202","0.52248","2.497427","0"
"159","World\Generic\Human\Passive Doodads\Rugs\StormwindRug01.mdx","0","0","0","0","0","0","0","0","0","0","-1.471833","-1.387084","0.000208","1.626132","1.417482","0.013889","0"
"163","World\Generic\Human\Passive Doodads\Scrolls\ScrollA02.mdx","0","0","0","0","0","0","0","0","0","0","-0.530714","-0.380363","0.004419","0.517913","0.420162","0.135923","0"
"164","World\Generic\Human\Passive Doodads\Scrolls\ScrollB01.mdx","0","0","0","0","0","0","0","0","0","0","-0.459744","-0.158427","0.001441","0.444363","0.13901","0.139258","0"
"166","World\Azeroth\Elwynn\PassiveDoodads\Anvil\Anvil.mdx","0","0","0","0","0","0","0","0","0","0","-0.684273","-0.354709","3E-06","0.774386","0.358392","0.968424","0"
"169","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\FLORIST01.MDX","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"170","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\WINESHOPSIGN01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662114","2.103473","2.860239","0.718585","8.466951","0"
"171","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\ARMORERSHOP01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"172","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\FLETCHERSHOP01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"173","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\WEAPONSMITHSHOP01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"174","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\ALCHEMISTSSHOP01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662114","2.103473","2.860239","0.718585","8.466951","0"
"175","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\BANK01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"176","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\GENERALSTORE01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"177","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\VISITORSCENTER01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662114","2.103473","2.860239","0.718585","8.466951","0"
"178","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\CHEESESHOP01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"179","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\TAILOR01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"180","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\SIGNS\TAVERN01.MDL","0","0","0","0","0","0","0","0","0","0","-5.97968","-0.662111","2.10347","2.86024","0.718581","8.46695","0"
"181","World\Generic\Human\Passive Doodads\BallandChain\BallAndChain01.mdx","0","0","0","0","0","0","0","0","0","0","-0.259523","-0.257961","-0.143469","0.490956","0.994253","0.472676","0"
"183","World\Generic\Human\Passive Doodads\Scrolls\ScrollB03.mdx","0","0","0","0","0","0","0","0","0","0","-0.457307","-0.396275","-0.00705","0.455761","0.412793","0.147518","0"
"184","World\Generic\Human\Passive Doodads\Books\BookLarge01.mdx","0","0","0","0","0","0","0","0","0","0","-0.126387","-0.337697","0.002328","0.114266","0.350781","1.17456","0"
"185","World\Generic\Human\Passive Doodads\Books\BookLarge02.mdx","0","0","0","0","0","0","0","0","0","0","-0.126514","-0.385117","0.000167","0.114138","0.391069","1.04838","0"
"186","WORLD\GENERIC\ORC\PASSIVE DOODADS\WANTEDPOSTERS\WANTEDPOSTERSCROLL01.MDL","0","0","0","0","0","0","0","0","0","0","-0.106445","-0.680752","0.802495","0.2254","0.704943","2.806001","0"
"187","World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf02.mdx","0","0","0","0","0","0","0","0","0","0","-0.31686","-1.411375","-0.002979","0.566149","1.395032","1.781178","0"
"188","World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf01.mdx","0","0","0","0","0","0","0","0","0","0","-0.31686","-1.40666","-0.010439","0.566149","1.399762","4.078447","0"
"189","World\Generic\Human\Passive Doodads\BookShelves\AbbeyShelf01.mdx","0","0","0","0","0","0","0","0","0","0","-1.867228","-0.780974","0.012152","1.688835","0.765141","5.073092","0"
"190","World\Generic\Human\Passive Doodads\Scrolls\ScrollB02.mdx","0","0","0","0","0","0","0","0","0","0","-0.457042","-0.375353","-0.00705","0.456019","0.433708","0.147518","0"
"191","World\Generic\Dwarf\Passive Doodads\Dynamite\GunShopDynamiteBundle.mdx","0","0","0","0","0","0","0","0","0","0","-0.134297","-0.123907","-0.00025","0.125215","0.128561","0.752581","0"
"192","World\Azeroth\Elwynn\PassiveDoodads\Campfire\ElwynnCampfire.mdx","0","0","0","0","0","0","0","0","0","0","-0.864041","-1.006799","-0.099371","1.165047","1.128828","0.711571","0"
"193","World\Azeroth\Westfall\PassiveDoodads\Tombstones\TombStone01.mdx","0","0","0","0","0","0","0","0","0","0","-0.576271","-1.179353","0","0.523145","1.187384","1.562804","0"
"194","World\Generic\Human\Passive Doodads\Braziers\HumanBrazierMagic.mdx","0","0","0","0","0","0","0","0","0","0","-1.158579","-1.115154","-0.043293","1.158579","1.109177","0.724082","0"
"195","World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer03.mdx","0","0","0","0","0","0","0","0","0","0","-0.090289","0.058737","3.463157","0.09029","1.73122","3.907382","0"
"196","WORLD\AZEROTH\ELWYNN\PASSIVEDOODADS\SIGNS\SHOP\HUMANBLACKSMITHSIGN.MDX","0","0","0","0","0","0","0","0","0","0","-0.136721","-0.828006","0.676894","0.156303","0.674828","2.18664","0"
"197","WORLD\GENERIC\DWARF\PASSIVE DOODADS\BRAZIERS\DWARVENBRAZIER02.MDX","0","0","0","0","0","0","3255","0","0","0","-0.915952","-0.917454","-0.003374","0.919102","0.9176","1.442696","0"
"199","World\Generic\Human\Passive Doodads\firewood\FirewoodPile01.mdx","0","0","0","0","0","0","3347","0","0","0","-0.570928","-0.789478","-0.000982","1.052218","0.538127","0.883677","0"
"200","World\Azeroth\BurningSteppes\PassiveDoodads\Bonfire\OrcBonFire.mdx","0","0","3244","0","0","0","0","0","0","0","-2.130687","-2.142804","-0.298551","1.63016","1.834896","5.421711","0"
"201","World\Generic\Orc\Passive Doodads\Braziers\SmallBrazier01.mdx","0","0","0","0","0","0","0","0","0","0","-0.992551","-1.306478","-0.167208","1.198019","1.418694","2.363288","0"
"202","World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterWood01.mdx","0","0","0","0","0","0","0","0","0","0","0","-0.368585","-0.045259","0.047724","0.389017","1.103681","0"
"203","World\Generic\Human\Passive Doodads\SignPosts\HumanSignPostPointer05.mdx","0","0","0","0","0","0","0","0","0","0","-0.090289","0.114996","3.463157","0.09029","1.787479","3.907382","0"
"204","World\Azeroth\BurningSteppes\PassiveDoodads\SmeltingWeapons\SmeltingWeapons.mdx","0","0","0","0","0","0","0","0","0","0","-0.743717","-1.32396","0.143212","0.713533","1.42613","0.458631","0"
"205","World\Azeroth\BurningSteppes\PassiveDoodads\LavaPillar\LavaPillar01.mdx","0","0","0","0","0","0","0","0","0","0","-1.678951","-1.928581","-1.534075","1.624899","1.886376","7.69063","0"
"206","World\Azeroth\BurningSteppes\PassiveDoodads\LavaAltar\LavaAltar.mdx","0","0","0","0","0","0","0","0","0","0","-3.304311","-5.604744","-0.80141","4.071695","4.674767","2.222718","0"
"207","World\Azeroth\BurningSteppes\PassiveDoodads\LavaShrine\LavaShrine01.mdx","0","0","0","0","0","0","0","0","0","0","-3.901836","-3.150939","-0.402222","3.311398","3.007473","8.977763","0"
"208","World\Azeroth\BurningSteppes\PassiveDoodads\OrcAnvilStoneBurningSteppes\OrcAnvilStoneBurningSteppes.mdx","0","0","0","0","0","0","0","0","0","0","-0.726445","-1.761961","-0.006852","1.276919","1.381397","1.069397","0"
"209","World\Azeroth\BurningSteppes\PassiveDoodads\OrcFoundryPit\OrcSmallFoundryPit.mdx","0","0","3347","0","0","0","0","0","0","0","-0.973749","-1.127462","0.000186","0.972883","1.120316","1.567849","0"
"210","World\Goober\G_Scroll01.mdx","0","0","0","0","1401","0","1401","0","0","0","-0.530714","-0.380363","0.004419","0.517913","0.420162","0.135923","0"
"211","World\Generic\Dwarf\Passive Doodads\DwarfCorpse\CorpseSkeletonDwarf.mdx","0","0","0","0","0","0","0","0","0","0","-0.828779","-0.771398","-0.106108","0.80525","0.80772","0.348123","0"
"212","World\Azeroth\Stranglethorn\PassiveDoodads\SerpentStatue02\SerpentStatue02.mdx","0","0","0","0","0","0","0","0","0","0","-2.239728","-0.561092","-0.067195","1.519479","0.561092","4.792355","0"
"213","World\Azeroth\Elwynn\PassiveDoodads\jugs\jug01.mdx","0","0","0","0","0","0","0","0","0","0","-0.251965","-0.288505","5.8E-05","0.248858","0.284027","0.686839","0"
"214","World\Generic\PassiveDoodads\Plaque\PlaqueBronze02.mdx","0","0","0","0","0","0","0","0","0","0","-0.000855","-0.355506","0.002926","0.067549","0.361033","0.425149","0"
"215","WORLD\GENERIC\PASSIVEDOODADS\MISC\WHEELBARROW\CAVEMINEWHEELBARROW01.MDX","0","0","0","0","0","0","0","0","0","0","-1.727763","-0.788115","-0.008783","1.1582","0.796854","1.230823","0"
"216","World\Generic\Human\Passive Doodads\Cauldrons\Cauldron.mdx","0","0","0","0","0","0","3379","0","0","0","-0.80746","-1.1218","-0.042288","0.972444","0.900827","1.526917","0"
"217","World\Azeroth\Elwynn\PassiveDoodads\Skeleton\BattleGladeSkullHumanDark.mdx","0","0","0","0","0","0","0","0","0","0","-0.196286","-0.145037","-0.016647","0.170491","0.126421","0.208791","0"
"218","World\Lordaeron\TirisfalGlade\PassiveDoodads\UtherShrine\UtherShrinePedestal.mdx","0","0","0","0","0","0","0","0","0","0","-0.318212","-0.569794","0.003092","0.30401","0.568873","1.172024","0"
"219","World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation06.mdx","0","0","0","0","0","0","0","0","0","0","-0.92702","-1.465942","-0.086877","1.150817","1.352876","2.316283","0"
"220","World\Generic\Human\Passive Doodads\Scrolls\ScrollA03.mdx","0","0","0","0","0","0","0","0","0","0","-0.530714","-0.391107","0.004419","0.517913","0.409417","0.135923","0"
"221","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\TABLES\INNTABLE.MDX","0","0","0","0","0","0","0","0","0","0","-1.432252","-1.991871","-0.000622","1.432251","1.991871","1.031076","0"
"222","World\Generic\Human\Passive Doodads\Scrolls\ScrollMap.mdx","0","0","0","0","0","0","0","0","0","0","-0.42444","-0.506212","0.008784","0.395671","0.504963","0.127252","0"
"223","World\Azeroth\Westfall\PassiveDoodads\WreckedRowBoat\WreckedRowBoat.mdx","0","0","0","0","0","0","0","0","0","0","-6.70546","-1.771732","-1.962637","2.785072","2.238412","2.322204","0"
"224","World\Generic\Human\Passive Doodads\Food&Utensils\Haunch.mdx","0","0","0","0","0","0","0","0","0","0","-0.600928","-0.339258","-0.047452","0.593367","0.253576","0.594942","0"
"225","World\Generic\Human\Passive Doodads\Bottles\Bottle01.mdx","0","0","0","0","0","0","0","0","0","0","-0.158805","-0.156214","0.010794","0.152793","0.159946","0.723736","0"
"226","World\Azeroth\TheBlastedlands\PassiveDoodads\Bones\BlastedLandsSkull02.mdx","0","0","0","0","0","0","0","0","0","0","-0.169425","-0.167378","-0.059423","0.311892","0.225956","0.348714","0"
"227","World\Generic\Human\Passive Doodads\Altars\Altar02.mdx","0","0","0","0","0","0","0","0","0","0","-1.159475","-2.027086","-0.16426","0.996542","2.039311","1.167897","0"
"228","World\Generic\Human\Passive Doodads\Bottles\GreenBottle02.mdx","0","0","0","0","0","0","0","0","0","0","-0.081213","-0.089066","-0.001314","0.070274","0.066371","0.533652","0"
"229","World\Generic\Human\Passive Doodads\Food\bread01.mdx","0","0","0","0","0","0","0","0","0","0","-0.73564","-0.44304","-0.048885","0.668191","0.421397","0.520612","0"
"230","World\Generic\PassiveDoodads\ParticleEmitters\ShrineAuraBlue.mdx","0","0","0","0","0","0","0","0","0","0","-3.588525","-3.587857","-0.002708","3.676912","3.62137","11.63226","0"
"231","WORLD\GENERIC\GNOME\ACTIVEDOODADS\GNOMEMACHINE\GNOMEMACHINE.MDX","0","0","0","0","0","0","3376","4856","0","0","-6.326479","-5.797475","-1.347714","4.559147","6.906529","5.558093","0"
"232","WORLD\GENERIC\HUMAN\PASSIVE DOODADS\ARCHERYTARGETS\STORMWINDARCHERYTARGET01.MDX","0","0","0","0","0","0","0","0","0","0","-2.08384","-1.20424","-0.132554","0.857269","1.3081","4.58327","0"
"233","World\SkillActivated\TradeskillEnablers\Tradeskill_Forge_01.mdx","0","0","0","0","0","0","0","0","0","0","-0.16244","-1.181084","0","2.171254","2.338611","4.772967","0"
