"ID","ContinentID","X","Y","Z","Radius","Box_Length","Box_Width","Box_Height","Box_Yaw"
"2629","0","1879.5985107421875","-1546.0826416015625","59.03010940551758","20","0","0","0","0"
"2630","0","1903","-1570.260009765625","59.70349884033203","20","0","0","0","0"
"2631","0","1878.0799560546875","-1593.739990234375","59.473899841308594","20","0","0","0","0"
"2632","0","1487.030029296875","-1840.9100341796875","58.66749954223633","20","0","0","0","0"
"2633","0","1510.4599609375","-1863.239990234375","59.10599899291992","20","0","0","0","0"
"2634","0","1485.6099853515625","-1888.68994140625","59.0901985168457","20","0","0","0","0"
"2635","0","1681.1168212890625","-2250.931884765625","59.0211181640625","20","0","0","0","0"
"2636","0","1712.75","-2263.280029296875","64.08889770507812","20","0","0","0","0"
"2637","0","1700.25","-2295.360107421875","58.98460006713867","20","0","0","0","0"
"2647","0","2841.81005859375","-1544.52001953125","190.51600646972656","7","0","0","0","0"
"2706","0","2964.56005859375","-2712.889892578125","98.74459838867188","10","0.33329999446868896","0.33329999446868896","0.33329999446868896","0"
"2707","0","2980.10009765625","-2720.919921875","99.93370056152344","10","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"2726","0","1868.9599609375","-3223.389892578125","123.06500244140625","35","0","0","0","0"
"2746","0","-8821.3603515625","633.2969970703125","94.07579803466797","15","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"2786","0","-9050.8701171875","445.4580078125","93.05580139160156","1","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"3066","0","40.96730041503906","-1490.3699951171875","174.51600646972656","8","0","0","0","0"
"3106","0","-30.053300857543945","-1576.5","194.4530029296875","5","0","0","0","0"
"3366","0","2832.070068359375","-1540.47998046875","190.1649932861328","7","0","0","0","0"
"3367","0","2843.39990234375","-1553.260009765625","190.7209930419922","7","0","0","0","0"
"3528","0","-7510.8701171875","-1035.8699951171875","182.95199584960938","0","3.8329999446868896","0.3610999882221222","2.055999994277954","0.7156000137329102"
"3529","0","-7512.16015625","-1034.780029296875","177.20799255371094","4","0","0","0","0"
"3530","0","-8536.1796875","452.1650085449219","104.91699981689453","10","0.33329999446868896","0.33329999446868896","0.33329999446868896","0"
"3547","0","1642.0999755859375","239.84300231933594","62.59159851074219","13","0","0","0","0"
"3548","0","-4754.56005859375","-3313.800048828125","313.5639953613281","14","0","0","0","0"
"3552","0","-11413.599609375","1954.9100341796875","14.240900039672852","22","0","0","0","0"
"3606","0","-7514.81005859375","-1033.1199951171875","163.80599975585938","10","0","0","0","0"
"3690","0","-622.1420288085938","-4582.14013671875","21","0","27.389999389648438","27.170000076293945","21.639999389648438","3.194000005722046"
"3847","0","-7663.39990234375","-1218.3699951171875","287.7879943847656","3","0","0","0","0"
"3886","0","-12432.7998046875","205.16900634765625","2.365149974822998","18","0","0","0","0"
"3928","0","-11915.7998046875","-1236.4300537109375","96.15019989013672","10","0","0","0","0"
"3953","0","-1189.27001953125","-2532.18994140625","22.704999923706055","0","7.5","13.5","17.309999465942383","0.03491000086069107"
"3954","0","-811.4249877929688","-3505.820068359375","73.13770294189453","0","5.166999816894531","14.3100004196167","16.920000076293945","0.6632000207901001"
"3991","0","1733.3199462890625","526.4739990234375","34.2494010925293","35","0","0","0","0"
"4017","0","-10636.2001953125","-391.3070068359375","101.87799835205078","10","0","0","0","0"
"4026","0","-5049.33984375","-818.4539794921875","495.2950134277344","2","0","0","0","0"
"4028","0","2051.360107421875","272.5719909667969","57.16339874267578","2","0","0","0","0"
"4029","0","-14294.2998046875","516.0880126953125","8.95398998260498","2","0","0","0","0"
"4030","0","-3755.10498046875","-775.7047729492188","9.888010025024414","2","0","0","0","0"
"4032","0","-8823.48046875","540.301025390625","96.90360260009766","2","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"4058","0","2298.169921875","-5340.97998046875","90.87989807128906","0","33.5","17.690000534057617","24.559999465942383","2.181999921798706"
"4092","0","-9242.9697265625","419.1619873046875","86.53800201416016","6","6","6","6","0"
"4094","0","-9240.9599609375","238.4080047607422","71.38829803466797","6","0","0","0","0"
"4095","0","-9182.6201171875","414.85699462890625","89.55760192871094","6","6","6","6","0"
"4096","0","-9218.1298828125","318.62701416015625","73.88410186767578","6","0","0","0","0"
"4098","0","-5273.18017578125","-739.6209716796875","391.010986328125","6","0","0","0","0"
"4099","0","-5375.60009765625","-735.1820068359375","396.0169982910156","6","0","0","0","0"
"4100","0","1979.989990234375","305.25201416015625","41.186500549316406","6","0","0","0","0"
"4131","0","-11101.900390625","-1998.1199951171875","49.3306999206543","0","20.079999923706055","13.829999923706055","14.6899995803833","0.6980999708175659"
"4135","0","-11041.900390625","-1995.010009765625","93.03340148925781","0","8.972000122070312","5.583000183105469","13.329999923706055","5.375999927520752"
"4189","0","1782.199951171875","151.5919952392578","-62.29029846191406","1","0","0","0","0"
"4294","0","2541.943115234375","-4785.322265625","117.4510726928711","80","0","0","0","0"
"4354","0","-11908.900390625","-3209.10009765625","-14.790499687194824","0","3.8329999446868896","15.470000267028809","25.829999923706055","3.2809998989105225"
"4409","0","3483.580078125","-4510.18994140625","138.13800048828125","0","27.5","67.33000183105469","45.970001220703125","5.306000232696533"
"4712","0","-5139.7802734375","-623.5968017578125","397.4090270996094","5","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"4715","0","-5172.1201171875","-611.083984375","397.2170104980469","5","0","0","0","0"
"4716","0","-5140.4033203125","-596.0069580078125","397.4938049316406","5","0","0","0","0"
"4718","0","-5173.60400390625","-624.0498046875","397.1761779785156","8","0","0","0","0"
"4733","0","-9017.099609375","876.969970703125","148.6179962158203","0","3","3","3","0"
"4734","0","-9020.400390625","889.0859985351562","29.62070083618164","0","3","3","3","0"
"4769","0","-4920.97021484375","-954.6489868164062","501.5119934082031","30","0","0","0","0"
"4770","0","-4704.66015625","-1218.949951171875","501.65899658203125","27","0","0","0","0"
"4772","0","-4969.56982421875","-1204.6800537109375","501.6210021972656","35","0","0","0","0"
"4774","0","-4662.93994140625","-956.39599609375","500.37701416015625","35","0","0","0","0"
"4786","0","-5604.4501953125","-462.58099365234375","401.92999267578125","25","0","0","0","0"
"4787","0","-5202.51708984375","-487.0711364746094","388.798828125","15","0","0","0","0"
"4788","0","-5604.10009765625","-462.39599609375","402.0610046386719","25","0","0","0","0"
"4789","0","-5202.62841796875","-486.8917541503906","388.820556640625","15","0","0","0","0"
"4820","0","-5187.41015625","-557.625","397.1759948730469","6","0","0","0","0"
"4990","0","-481.0419921875","1492.949951171875","19.932100296020508","0","121.69999694824219","113.30000305175781","16.030000686645508","0"
"5127","0","2479.340087890625","-5495.72998046875","421.84100341796875","4","0","0","0","0"
"5128","0","2469.2900390625","-5545.83984375","546.1010131835938","4","0","0","0","0"
"5129","0","2362.550048828125","-5574.5400390625","421.8380126953125","4","0","0","0","0"
"5130","0","2412.679931640625","-5584.64990234375","546.1010131835938","4","0","0","0","0"
"5131","0","2558.3701171875","-5612.56005859375","421.8349914550781","4","0","0","0","0"
"5132","0","2508.139892578125","-5602.5","546.1010131835938","4","0","0","0","0"
"5133","0","2441.3701171875","-5691.419921875","421.8340148925781","4","0","0","0","0"
"5134","0","2451.5","-5641.27001953125","546.1010131835938","4","0","0","0","0"
"5135","0","2427.669921875","-5548.64013671875","542.0910034179688","4","0","0","0","0"
"5136","0","2505.389892578125","-5563.89990234375","542.0889892578125","2","0","0","0","0"
"5137","0","2419.030029296875","-5622.169921875","542.0709838867188","3","0","0","0","0"
"5138","0","2486.989990234375","-5636.419921875","542.135986328125","3","0","0","0","0"
"5537","0","1419.719970703125","442.8399963378906","-77.23650360107422","0","5.269999980926514","6.525000095367432","10","0.6104999780654907"
"5538","0","1390.949951171875","416.7149963378906","-77.23729705810547","0","5.269999980926514","6.525000095367432","10","0.7728999853134155"
"5703","0","-9033.26953125","352.9360046386719","92.9811019897461","8","0","0","0","0"
"5704","0","-8867.900390625","652.4439697265625","95.91909790039062","10","0","0","0","0"
"5710","0","-8907.5595703125","628.0349731445312","99.52269744873047","0","0.8252999782562256","7.186999797821045","7.636000156402588","0.45879998803138733"
"5711","0","-8807.0595703125","666.0989990234375","99.20140075683594","0","15.84000015258789","1.059999942779541","6.2729997634887695","1.3270000219345093"
"5712","0","-8756.0302734375","657.3300170898438","106.09100341796875","0","2.806999921798706","0.7795000076293945","2.1570000648498535","1.8899999856948853"
"205","1","-1895.780029296875","-1109.0400390625","86.18299865722656","15","0","0","0","0"
"216","1","90.10030364990234","-1943.43994140625","79.47270202636719","9","0","0","0","0"
"217","1","10708.7998046875","762.0919799804688","1321.3699951171875","14","0","0","0","0"
"218","1","9859.08984375","588.760986328125","1300.6099853515625","14","0","0","0","0"
"219","1","9556.240234375","1654.77001953125","1299.489990234375","14","0","0","0","0"
"220","1","10675.2001953125","1857.449951171875","1324.1700439453125","10","0","0","0","0"
"223","1","4508.169921875","373.3760070800781","32.51250076293945","40","0","0","0","0"
"224","1","4605.56982421875","385.1579895019531","31.48270034790039","25","0","0","0","0"
"225","1","4558.35986328125","421.4460144042969","33.74250030517578","50","0","0","0","0"
"228","1","-753.5960083007812","-2212.780029296875","21.540300369262695","13","0","0","0","0"
"230","1","6744.97998046875","41.11640167236328","47.60409927368164","13","0","0","0","0"
"231","1","5996.56005859375","365.2099914550781","21.866100311279297","40","0","0","0","0"
"232","1","5980.169921875","330.66900634765625","21.765499114990234","40","0","0","0","0"
"233","1","4916.990234375","328.42999267578125","36.767799377441406","50","0","0","0","0"
"234","1","4641.18994140625","55.38010025024414","66.63069915771484","60","0","0","0","0"
"235","1","4554.64990234375","146.35400390625","59.50270080566406","70","0","0","0","0"
"236","1","4643.3798828125","145.3489990234375","57.904701232910156","50","0","0","0","0"
"237","1","4504.31005859375","32.3296012878418","86.49130249023438","80","0","0","0","0"
"238","1","6876.27978515625","-486.02899169921875","40.14360046386719","65","0","0","0","0"
"239","1","3469.429931640625","847.6199951171875","5.364759922027588","12","0","0","0","0"
"244","1","-4456.7001953125","-1655.989990234375","86.1094970703125","8","0","0","0","0"
"246","1","-4932.52978515625","-1596.050048828125","84.8156967163086","20","0","0","0","0"
"257","1","4252.3701171875","756.9739990234375","-23.063199996948242","12","0","0","0","0"
"302","1","-3463.260009765625","-4123.1298828125","17.104299545288086","8","0","0","0","0"
"303","1","-4058.75","-2732.5400390625","35.330101013183594","10","0","0","0","0"
"422","1","-93.1613998413086","1691.1500244140625","89.06490325927734","20","0","0","0","0"
"442","1","-4666.52001953125","-2536.820068359375","86.96710205078125","10","0","0","0","0"
"522","1","-1679.300048828125","-4328.9599609375","2.5859100818634033","4","0","0","0","0"
"527","1","9947.48046875","2630.0400390625","1318.5999755859375","10","0","0","0","0"
"542","1","8799.41015625","969.7869873046875","30.24090003967285","10","0","0","0","0"
"709","1","-3615.489990234375","-4467.33984375","24.31410026550293","30","0","0","0","0"
"715","1","9809.0498046875","959.18798828125","1315.3499755859375","32","0","0","0","0"
"716","1","6410.009765625","527.0349731445312","14.05780029296875","32","0","0","0","0"
"717","1","2756.639892578125","-423.0570068359375","119.38700103759766","32","0","0","0","0"
"722","1","-2366.699951171875","-345.9830017089844","-1.2931300401687622","30","0","0","0","0"
"742","1","-405.3110046386719","-2645.2900390625","111.97200012207031","30","0","0","0","0"
"743","1","-1051.43994140625","-3653.81005859375","31.13520050048828","30","0","0","0","0"
"843","1","341.4200134277344","-4684.7001953125","30.94930076599121","30","0","0","0","0"
"924","1","-6773.490234375","-2889.77001953125","15.106300354003906","20","0","0","0","0"
"942","1","-4950.64990234375","-1625.1400146484375","-3.015700101852417","25","0","0","0","0"
"943","1","-4950.740234375","-1595.1400146484375","-3.015700101852417","25","0","0","0","0"
"944","1","-4950.64990234375","-1567.0999755859375","-3.015700101852417","25","0","0","0","0"
"982","1","-2372.510009765625","-1991.6400146484375","120.9749984741211","35","0","0","0","0"
"1022","1","898.4819946289062","922.68798828125","126.78800201416016","35","0","0","0","0"
"1023","1","-7162.14013671875","-3845.949951171875","8.781929969787598","20","0","0","0","0"
"1024","1","-4370.830078125","3289.14990234375","23.78230094909668","35","0","0","0","0"
"1025","1","-4461.919921875","242.5780029296875","45.246498107910156","0","52.66999816894531","20.530000686645508","14.1899995803833","3.559999942779541"
"1387","1","4260.72998046875","-6273.64013671875","90.22889709472656","20","0","0","0","0"
"1388","1","4277.580078125","-6296","95.57640075683594","20","0","0","0","0"
"1667","1","-3464.7099609375","-4120.93017578125","17.09869956970215","9","0","0","0","0"
"1726","1","-7286.009765625","-2125.06005859375","-272.114013671875","12","0","0","0","0"
"1727","1","-7208.419921875","-2027.0899658203125","-271.739990234375","12","0","0","0","0"
"1728","1","-7170.02001953125","-1852.7900390625","-272.9880065917969","12","0","0","0","0"
"1729","1","-7395.18994140625","-1735.6800537109375","-279.76300048828125","12","0","0","0","0"
"1730","1","-7449.89990234375","-2111.570068359375","-271.7659912109375","12","0","0","0","0"
"1731","1","-7463.35009765625","-1957.6400146484375","-272.5320129394531","12","0","0","0","0"
"1732","1","-7509.580078125","-1946.56005859375","-270.5369873046875","12","0","0","0","0"
"1733","1","-7516.8701171875","-1829.760009765625","-272.6470031738281","12","0","0","0","0"
"1734","1","-7594.1201171875","-1771.6199951171875","-273.61199951171875","12","0","0","0","0"
"1735","1","-7748.89990234375","-1721.1400146484375","-271.90899658203125","12","0","0","0","0"
"1736","1","-7768.60986328125","-1957.6300048828125","-272.1260070800781","12","0","0","0","0"
"1737","1","-7612.56005859375","-1930.8699951171875","-271.8280029296875","12","0","0","0","0"
"1738","1","-7952.2001953125","-1792.010009765625","-272.89300537109375","12","0","0","0","0"
"1739","1","-7895.2900390625","-1623.6199951171875","-269.7070007324219","12","0","0","0","0"
"1740","1","-7874.18017578125","-1806.300048828125","-271.4590148925781","12","0","0","0","0"
"1766","1","-7308.71337890625","-2001.47314453125","-272.45050048828125","12","0","0","0","0"
"1906","1","6818.56005859375","-391.7349853515625","40.12300109863281","50","0","0","0","0"
"1966","1","4988.97021484375","547.0020141601562","5.3792901039123535","11","0","0","0","0"
"2206","1","5483.89990234375","-749.8809814453125","334.6210021972656","30","0","0","0","0"
"2207","1","5552.08984375","-683.81298828125","335.25","25","0","0","0","0"
"2208","1","5587.02001953125","-784.0250244140625","335.8219909667969","23","0","0","0","0"
"2211","1","6107.6201171875","-4181.60009765625","852.322021484375","2","0","0","0","0"
"2213","1","5893.31982421875","-4054.830078125","596.322021484375","2","0","0","0","0"
"2230","1","1818.4000244140625","-4427.259765625","-10.447799682617188","0","21.690000534057617","11.829999923706055","21.219999313354492","0.5759999752044678"
"2266","1","245.58700561523438","1251.989990234375","210.14500427246094","40","0","0","0","0"
"2267","1","-1596.1600341796875","3145.260009765625","61.36180114746094","0","30.030000686645508","30.030000686645508","30.030000686645508","0"
"2286","1","-5477.91015625","-2460.320068359375","89.28369903564453","20","0","0","0","0"
"2287","1","6687.990234375","-4670.06982421875","723.8909912109375","20","0","0","0","0"
"2327","1","5018.91015625","-4563.93994140625","851.75","50","0","0","0","0"
"2486","1","6207.5","-152.83299255371094","79.81849670410156","15","0","0","0","0"
"2610","1","2343.570068359375","-2569","118.8270034790039","30","0","0","0","0"
"2848","1","-4768.60986328125","-3752.110107421875","53.43170166015625","16","0","0","0","0"
"2926","1","1999.1500244140625","-1121.280029296875","97.35369873046875","9","0","0","0","0"
"2946","1","2.0057499408721924","402.6730041503906","101.01200103759766","45","0","0","0","0"
"3133","1","-1484.0699462890625","2617.570068359375","75.71440124511719","0","24.690000534057617","15.779999732971191","35.189998626708984","4.538000106811523"
"3134","1","-1181.97998046875","2861.949951171875","85.25810241699219","0","31.690000534057617","17.329999923706055","34.189998626708984","3.2109999656677246"
"3146","1","-7180.93994140625","441.1369934082031","26.54490089416504","10","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"3183","1","-3730.47998046875","933.9749755859375","160.97300720214844","0","9.388999938964844","12.779999732971191","19.670000076293945","0"
"3184","1","-3981.580078125","771.1929931640625","160.96200561523438","0","10.3100004196167","5.9720001220703125","20.219999313354492","0"
"3185","1","-4028.2099609375","123.96600341796875","26.81089973449707","0","9.833000183105469","4.583000183105469","15.6899995803833","0.47119998931884766"
"3186","1","-3837.7900390625","1250.22998046875","160.22300720214844","0","8.194000244140625","9.083000183105469","18.360000610351562","0"
"3187","1","-3741.9599609375","1249.1800537109375","160.2169952392578","0","7.861000061035156","10.329999923706055","18.690000534057617","0"
"3189","1","-3520.64990234375","1068.719970703125","161.1280059814453","0","9.861000061035156","11.859999656677246","23.219999313354492","0"
"3546","1","9933.9404296875","2500.97998046875","1317.8199462890625","12","0","0","0","0"
"3549","1","1253.7900390625","-2227.52001953125","92.24800109863281","15","0","0","0","0"
"3550","1","-959.2990112304688","-3759.2099609375","4.986189842224121","10","0","0","0","0"
"3551","1","-998.1829833984375","-3822.070068359375","5.295400142669678","10","0","0","0","0"
"3586","1","6221.83984375","-1152.75","383.2309875488281","4","0","0","0","0"
"3587","1","6221.89013671875","-1153","383.2720031738281","5","0","0","0","0"
"3650","1","1422.3299560546875","-1855.3299560546875","135.77499389648438","0","6.583000183105469","4.833000183105469","6.943999767303467","3.0369999408721924"
"3654","1","1034.18994140625","-2087.739990234375","123.37200164794922","0","5.9720001220703125","9.333000183105469","18.309999465942383","1.5880000591278076"
"3985","1","-6864.97998046875","731.6119995117188","50","20","0","0","0","0"
"3986","1","-8215.08984375","-4622.0400390625","7.531949996948242","40","0","0","0","0"
"4008","1","-8424.9404296875","1508.6500244140625","32.014198303222656","0","12.140000343322754","50.060001373291016","35.63999938964844","2.634999990463257"
"4010","1","-8230.400390625","2005.3299560546875","129.86300659179688","0","16.690000534057617","31.190000534057617","46.58000183105469","0.925000011920929"
"4015","1","5085.81982421875","-5110.64013671875","929.97900390625","6","0","0","0","0"
"4027","1","1332.27001953125","-4607.669921875","24.36949920654297","2","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"4031","1","-7166.06005859375","-3917.93994140625","9.395580291748047","2","0","0","0","0"
"4085","1","7763.328125","-4010.724365234375","694.2801513671875","95","0","0","0","0"
"4090","1","2716.60009765625","1496.8199462890625","236.8280029296875","30","0","0","0","0"
"4101","1","1179.4599609375","-4564.490234375","20.48579978942871","6","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"4102","1","1204.8599853515625","-4536.2900390625","18.909500122070312","6","0.33329999446868896","0.33329999446868896","0.33329999446868896","0"
"4103","1","-1545.3900146484375","51.30059814453125","5.39339017868042","6","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"4104","1","9914.169921875","1864.6700439453125","1321.260009765625","6","0","0","0","0"
"4105","1","9948.009765625","1932.530029296875","1328.699951171875","6","0","0","0","0"
"4162","1","-7142.0400390625","1397.9200439453125","4.326889991760254","4","0","0","0","0"
"4168","1","-7588.47998046875","756.8060302734375","-16.424800872802734","4","0","0","0","0"
"4299","1","-7376.83984375","447.2720031738281","4.520450115203857","60","0","0","0","0"
"4319","1","-8158.89990234375","-4155.64990234375","-163.34100341796875","0","27.579999923706055","28.610000610351562","30.690000534057617","0.9599000215530396"
"4320","1","-8777.3896484375","-4156.919921875","-208.0679931640625","0","28.440000534057617","55.08000183105469","51.939998626708984","1.9199999570846558"
"4321","1","-8326.26953125","-4047.43994140625","-207.52200317382812","0","40.83000183105469","21.440000534057617","112.4000015258789","2.1989998817443848"
"4666","1","3637.820068359375","-3957.8798828125","20.257999420166016","0","1.944000005722046","46.83000183105469","39.08000183105469","0"
"4667","1","3263.3701171875","-4082.659912109375","28.329500198364258","0","1.8609999418258667","69.44000244140625","43.61000061035156","0"
"4670","1","2869.60009765625","-3860.6298828125","28.264400482177734","0","0.44440001249313354","46.189998626708984","21.719999313354492","5.113999843597412"
"4671","1","2634.72998046875","-3743.64990234375","15.584699630737305","0","1.944000005722046","33.439998626708984","33.689998626708984","0"
"4672","1","2416.389892578125","-3682.469970703125","22.09980010986328","0","0.9444000124931335","71.80999755859375","27.440000534057617","0"
"4673","1","3451.85009765625","-4011.010009765625","21.309900283813477","0","1.555999994277954","59.11000061035156","31.190000534057617","0"
"4680","1","-381.84423828125","-2022.3485107421875","92.10860443115234","0","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"4681","1","-378.1780090332031","-2043.199951171875","92.57720184326172","10","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
"4682","1","-399.25299072265625","-2032.1700439453125","91.66670227050781","10","0.2777999937534332","0.2777999937534332","0.2777999937534332","0"
