"ID","Condition_ID","Name_Lang_enUS","Name_Lang_enGB","Name_Lang_koKR","Name_Lang_frFR","Name_Lang_deDE","Name_Lang_enCN","Name_Lang_zhCN","Name_Lang_enTW","Name_Lang_zhTW","Name_Lang_esES","Name_Lang_esMX","Name_Lang_ruRU","Name_Lang_ptPT","Name_Lang_ptBR","Name_Lang_itIT","Name_Lang_Unk","Name_Lang_Mask","Name1_Lang_enUS","Name1_Lang_enGB","Name1_Lang_koKR","Name1_Lang_frFR","Name1_Lang_deDE","Name1_Lang_enCN","Name1_Lang_zhCN","Name1_Lang_enTW","Name1_Lang_zhTW","Name1_Lang_esES","Name1_Lang_esMX","Name1_Lang_ruRU","Name1_Lang_ptPT","Name1_Lang_ptBR","Name1_Lang_itIT","Name1_Lang_Unk","Name1_Lang_Mask","Mask_ID"
"78","7695","%s the Explorer","","","","","","","","","","","","","","","","16712190","%s the Explorer","","","","","","","","","","","","","","","","16712190","47"
"79","7748","%s the Diplomat","","","","","","","","","","","","","","","","16712190","%s the Diplomat","","","","","","","","","","","","","","","","16712190","48"
"80","0","Brutal Gladiator %s","","","","","","","","","","","","","","","","16712190","Brutal Gladiator %s","","","","","","","","","","","","","","","","16712190","49"
"81","7759","%s the Seeker","","","","","","","","","","","","","","","","16712190","%s the Seeker","","","","","","","","","","","","","","","","16712190","42"
"82","7749","Arena Master %s","","","","","","","","","","","","","","","","16712190","Arena Master %s","","","","","","","","","","","","","","","","16712190","50"
"83","7750","Salty %s","","","","","","","","","","","","","","","","16712190","Salty %s","","","","","","","","","","","","","","","","16712190","51"
"84","7754","Chef %s","","","","","","","","","","","","","","","","16712190","Chef %s","","","","","","","","","","","","","","","","16712190","52"
"85","7703","%s the Supreme","","","","","","","","","","","","","","","","16712190","%s the Supreme","","","","","","","","","","","","","","","","16712190","53"
"86","7703","%s of the Ten Storms","","","","","","","","","","","","","","","","16712190","%s of the Ten Storms","","","","","","","","","","","","","","","","16712190","54"
"87","7703","%s of the Emerald Dream","","","","","","","","","","","","","","","","16712190","%s of the Emerald Dream","","","","","","","","","","","","","","","","16712190","55"
"89","7703","Prophet %s","","","","","","","","","","","","","","","","16712190","Prophet %s","","","","","","","","","","","","","","","","16712190","57"
"90","7703","%s the Malefic","","","","","","","","","","","","","","","","16712190","%s the Malefic","","","","","","","","","","","","","","","","16712190","58"
"91","7703","Stalker %s","","","","","","","","","","","","","","","","16712190","Stalker %s","","","","","","","","","","","","","","","","16712190","59"
"92","7703","%s of the Ebon Blade","","","","","","","","","","","","","","","","16712190","%s of the Ebon Blade","","","","","","","","","","","","","","","","16712190","60"
"93","7703","Archmage %s","","","","","","","","","","","","","","","","16712190","Archmage %s","","","","","","","","","","","","","","","","16712190","61"
"94","7703","Warbringer %s","","","","","","","","","","","","","","","","16712190","Warbringer %s","","","","","","","","","","","","","","","","16712190","62"
"95","7703","Assassin %s","","","","","","","","","","","","","","","","16712190","Assassin %s","","","","","","","","","","","","","","","","16712190","63"
"96","7703","Grand Master Alchemist %s","","","","","","","","","","","","","","","","16712190","Grand Master Alchemist %s","","","","","","","","","","","","","","","","16712190","64"
"97","7703","Grand Master Blacksmith %s","","","","","","","","","","","","","","","","16712190","Grand Master Blacksmith %s","","","","","","","","","","","","","","","","16712190","65"
"98","7703","Iron Chef %s","","","","","","","","","","","","","","","","16712190","Iron Chef %s","","","","","","","","","","","","","","","","16712190","66"
"99","7703","Grand Master Enchanter %s","","","","","","","","","","","","","","","","16712190","Grand Master Enchanter %s","","","","","","","","","","","","","","","","16712190","67"
"100","7703","Grand Master Engineer %s","","","","","","","","","","","","","","","","16712190","Grand Master Engineer %s","","","","","","","","","","","","","","","","16712190","68"
"101","7703","Doctor %s","","","","","","","","","","","","","","","","16712190","Doctor %s","","","","","","","","","","","","","","","","16712190","69"
"102","7703","Grand Master Angler %s","","","","","","","","","","","","","","","","16712190","Grand Master Angler %s","","","","","","","","","","","","","","","","16712190","70"
"103","7703","Grand Master Herbalist %s","","","","","","","","","","","","","","","","16712190","Grand Master Herbalist %s","","","","","","","","","","","","","","","","16712190","71"
"104","7703","Grand Master Scribe %s","","","","","","","","","","","","","","","","16712190","Grand Master Scribe %s","","","","","","","","","","","","","","","","16712190","72"
"105","7703","Grand Master Jewelcrafter %s","","","","","","","","","","","","","","","","16712190","Grand Master Jewelcrafter %s","","","","","","","","","","","","","","","","16712190","73"
"106","7703","Grand Master Leatherworker %s","","","","","","","","","","","","","","","","16712190","Grand Master Leatherworker %s","","","","","","","","","","","","","","","","16712190","74"
"107","7703","Grand Master Miner %s","","","","","","","","","","","","","","","","16712190","Grand Master Miner %s","","","","","","","","","","","","","","","","16712190","75"
"108","7703","Grand Master Skinner %s","","","","","","","","","","","","","","","","16712190","Grand Master Skinner %s","","","","","","","","","","","","","","","","16712190","76"
"109","7703","Grand Master Tailor %s","","","","","","","","","","","","","","","","16712190","Grand Master Tailor %s","","","","","","","","","","","","","","","","16712190","77"
"110","7703","%s of Quel'Thalas","","","","","","","","","","","","","","","","16712190","%s of Quel'Thalas","","","","","","","","","","","","","","","","16712190","78"
"111","7703","%s of Argus","","","","","","","","","","","","","","","","16712190","%s of Argus","","","","","","","","","","","","","","","","16712190","79"
"112","7703","%s of Khaz Modan","","","","","","","","","","","","","","","","16712190","%s of Khaz Modan","","","","","","","","","","","","","","","","16712190","80"
"113","8236","%s of Gnomeregan","","","","","","","","","","","","","","","","16712190","%s of Gnomeregan","","","","","","","","","","","","","","","","16712190","81"
"114","7703","%s the Lion Hearted","","","","","","","","","","","","","","","","16712190","%s the Lion Hearted","","","","","","","","","","","","","","","","16712190","82"
"115","7703","%s, Champion of Elune","","","","","","","","","","","","","","","","16712190","%s, Champion of Elune","","","","","","","","","","","","","","","","16712190","83"
"116","7703","%s, Hero of Orgrimmar","","","","","","","","","","","","","","","","16712190","%s, Hero of Orgrimmar","","","","","","","","","","","","","","","","16712190","84"
"117","7703","Plainsrunner %s","","","","","","","","","","","","","","","","16712190","Plainsrunner %s","","","","","","","","","","","","","","","","16712190","85"
"118","7703","%s of the Darkspear","","","","","","","","","","","","","","","","16712190","%s of the Darkspear","","","","","","","","","","","","","","","","16712190","86"
"119","7703","%s the Forsaken","","","","","","","","","","","","","","","","16712190","%s the Forsaken","","","","","","","","","","","","","","","","16712190","87"
"120","7812","%s the Magic Seeker","","","","","","","","","","","","","","","","16712190","%s the Magic Seeker","","","","","","","","","","","","","","","","16712190","88"
"121","7813","Twilight Vanquisher %s","","","","","","","","","","","","","","","","16712190","Twilight Vanquisher %s","","","","","","","","","","","","","","","","16712190","89"
"122","7814","%s, Conqueror of Naxxramas","","","","","","","","","","","","","","","","16712190","%s, Conqueror of Naxxramas","","","","","","","","","","","","","","","","16712190","90"
"123","7815","%s, Hero of Northrend","","","","","","","","","","","","","","","","16712190","%s, Hero of Northrend","","","","","","","","","","","","","","","","16712190","91"
"124","7820","%s the Hallowed","","","","","","","","","","","","","","","","16712190","%s the Hallowed","","","","","","","","","","","","","","","","16712190","92"
"125","7849","Loremaster %s","","","","","","","","","","","","","","","","16712190","Loremaster %s","","","","","","","","","","","","","","","","16712190","93"
"126","7853","%s of the Alliance","","","","","","","","","","","","","","","","16712190","%s of the Alliance","","","","","","","","","","","","","","","","16712190","94"
"127","7854","%s of the Horde","","","","","","","","","","","","","","","","16712190","%s of the Horde","","","","","","","","","","","","","","","","16712190","95"
"128","7856","%s the Flawless Victor","","","","","","","","","","","","","","","","16712190","%s the Flawless Victor","","","","","","","","","","","","","","","","16712190","96"
"129","7857","%s, Champion of the Frozen Wastes","","","","","","","","","","","","","","","","16712190","%s, Champion of the Frozen Wastes","","","","","","","","","","","","","","","","16712190","97"
"130","7858","Ambassador %s","","","","","","","","","","","","","","","","16712190","Ambassador %s","","","","","","","","","","","","","","","","16712190","98"
"131","7859","%s the Argent Champion","","","","","","","","","","","","","","","","16712190","%s the Argent Champion","","","","","","","","","","","","","","","","16712190","99"
"132","7860","%s, Guardian of Cenarius","","","","","","","","","","","","","","","","16712190","%s, Guardian of Cenarius","","","","","","","","","","","","","","","","16712190","100"
"133","7861","Brewmaster %s","","","","","","","","","","","","","","","","16712190","Brewmaster %s","","","","","","","","","","","","","","","","16712190","101"
"134","7864","Merrymaker %s","","","","","","","","","","","","","","","","16712190","Merrymaker %s","","","","","","","","","","","","","","","","16712190","102"
"135","7875","%s the Love Fool","","","","","","","","","","","","","","","","16712190","%s the Love Fool","","","","","","","","","","","","","","","","16712190","103"
"137","7893","Matron %s","","","","","","","","","","","","","","","","16712190","Matron %s","","","","","","","","","","","","","","","","16712190","104"
"138","7894","Patron %s","","","","","","","","","","","","","","","","16712190","Patron %s","","","","","","","","","","","","","","","","16712190","105"
"139","7964","Obsidian Slayer %s","","","","","","","","","","","","","","","","16712190","Obsidian Slayer %s","","","","","","","","","","","","","","","","16712190","106"
"140","7965","%s of the Nightfall","","","","","","","","","","","","","","","","16712190","%s of the Nightfall","","","","","","","","","","","","","","","","16712190","107"
"141","7990","%s the Immortal","","","","","","","","","","","","","","","","16712190","%s the Immortal","","","","","","","","","","","","","","","","16712190","108"
"142","7991","%s the Undying","","","","","","","","","","","","","","","","16712190","%s the Undying","","","","","","","","","","","","","","","","16712190","109"
"143","7997","%s Jenkins","","","","","","","","","","","","","","","","16712190","%s Jenkins","","","","","","","","","","","","","","","","16712190","110"
"144","8045","Bloodsail Admiral %s","","","","","","","","","","","","","","","","16712190","Bloodsail Admiral %s","","","","","","","","","","","","","","","","16712190","111"
"145","8121","%s the Insane","","","","","","","","","","","","","","","","16712190","%s the Insane","","","","","","","","","","","","","","","","16712190","112"
"146","8237","%s of the Exodar","","","","","","","","","","","","","","","","16712190","%s of the Exodar","","","","","","","","","","","","","","","","16712190","113"
"147","8238","%s of Darnassus","","","","","","","","","","","","","","","","16712190","%s of Darnassus","","","","","","","","","","","","","","","","16712190","114"
"148","8239","%s of Ironforge","","","","","","","","","","","","","","","","16712190","%s of Ironforge","","","","","","","","","","","","","","","","16712190","115"
"149","8240","%s of Stormwind","","","","","","","","","","","","","","","","16712190","%s of Stormwind","","","","","","","","","","","","","","","","16712190","116"
"150","8241","%s of Orgrimmar","","","","","","","","","","","","","","","","16712190","%s of Orgrimmar","","","","","","","","","","","","","","","","16712190","117"
"151","8242","%s of Sen'jin","","","","","","","","","","","","","","","","16712190","%s of Sen'jin","","","","","","","","","","","","","","","","16712190","118"
"152","8243","%s of Silvermoon","","","","","","","","","","","","","","","","16712190","%s of Silvermoon","","","","","","","","","","","","","","","","16712190","119"
"153","8244","%s of Thunder Bluff","","","","","","","","","","","","","","","","16712190","%s of Thunder Bluff","","","","","","","","","","","","","","","","16712190","120"
"154","8245","%s of the Undercity","","","","","","","","","","","","","","","","16712190","%s of the Undercity","","","","","","","","","","","","","","","","16712190","121"
"155","8303","%s the Noble","","","","","","","","","","","","","","","","16712190","%s the Noble","","","","","","","","","","","","","","","","16712190","122"
"156","8332","Crusader %s","","","","","","","","","","","","","","","","16712190","Crusader %s","","","","","","","","","","","","","","","","16712190","123"
"157","0","Deadly Gladiator %s","","","","","","","","","","","","","","","","16712190","Deadly Gladiator %s","","","","","","","","","","","","","","","","16712190","56"
"158","8450","%s, Death's Demise","","","","","","","","","","","","","","","","16712190","%s, Death's Demise","","","","","","","","","","","","","","","","16712190","124"
"159","8451","%s the Celestial Defender","","","","","","","","","","","","","","","","16712190","%s the Celestial Defender","","","","","","","","","","","","","","","","16712190","125"
"160","8453","%s, Conqueror of Ulduar","","","","","","","","","","","","","","","","16712190","%s, Conqueror of Ulduar","","","","","","","","","","","","","","","","16712190","126"
"161","8452","%s, Champion of Ulduar","","","","","","","","","","","","","","","","16712190","%s, Champion of Ulduar","","","","","","","","","","","","","","","","16712190","127"
"163","0","Vanquisher %s","","","","","","","","","","","","","","","","16712190","Vanquisher %s","","","","","","","","","","","","","","","","16712190","128"
"164","8467","Starcaller %s","","","","","","","","","","","","","","","","16712190","Starcaller %s","","","","","","","","","","","","","","","","16712190","129"
"165","8468","%s the Astral Walker","","","","","","","","","","","","","","","","16712190","%s the Astral Walker","","","","","","","","","","","","","","","","16712190","130"
"166","8469","%s, Herald of the Titans","","","","","","","","","","","","","","","","16712190","%s, Herald of the Titans","","","","","","","","","","","","","","","","16712190","131"
"167","0","Furious Gladiator %s","","","","","","","","","","","","","","","","16712190","Furious Gladiator %s","","","","","","","","","","","","","","","","16712190","132"
"168","8596","%s the Pilgrim","","","","","","","","","","","","","","","","16712190","%s the Pilgrim","","","","","","","","","","","","","","","","16712190","133"
"169","0","Relentless Gladiator %s","","","","","","","","","","","","","","","","16712190","Relentless Gladiator %s","","","","","","","","","","","","","","","","16712190","134"
"170","8777","Grand Crusader %s","","","","","","","","","","","","","","","","16712190","Grand Crusader %s","","","","","","","","","","","","","","","","16712190","135"
"171","8778","%s the Argent Defender","","","","","","","","","","","","","","","","16712190","%s the Argent Defender","","","","","","","","","","","","","","","","16712190","136"
"172","8977","%s the Patient","","","","","","","","","","","","","","","","16712190","%s the Patient","","","","","","","","","","","","","","","","16712190","137"
"173","9043","%s the Light of Dawn","","","","","","","","","","","","","","","","16712190","%s the Light of Dawn","","","","","","","","","","","","","","","","16712190","138"
"174","9045","%s, Bane of the Fallen King","","","","","","","","","","","","","","","","16712190","%s, Bane of the Fallen King","","","","","","","","","","","","","","","","16712190","139"
"175","9046","%s the Kingslayer","","","","","","","","","","","","","","","","16712190","%s the Kingslayer","","","","","","","","","","","","","","","","16712190","140"
"176","9138","%s of the Ashen Verdict","","","","","","","","","","","","","","","","16712190","%s of the Ashen Verdict","","","","","","","","","","","","","","","","16712190","141"
"177","0","Wrathful Gladiator %s","","","","","","","","","","","","","","","","16712190","Wrathful Gladiator %s","","","","","","","","","","","","","","","","16712190","142"
"178","0","Prestige I %s","","","","","","","","","","","","","","","","16712190","Prestige I %s","","","","","","","","","","","","","","","","16712190","0"
"179","0","Prestige II %s","","","","","","","","","","","","","","","","16712190","Prestige II %s","","","","","","","","","","","","","","","","16712190","0"
"180","0","Prestige III %s","","","","","","","","","","","","","","","","16712190","Prestige III %s","","","","","","","","","","","","","","","","16712190","0"
"181","0","Prestige IV %s","","","","","","","","","","","","","","","","16712190","Prestige IV %s","","","","","","","","","","","","","","","","16712190","0"
"182","0","Prestige V %s","","","","","","","","","","","","","","","","16712190","Prestige V %s","","","","","","","","","","","","","","","","16712190","0"
"183","0","Prestige VI %s","","","","","","","","","","","","","","","","16712190","Prestige VI %s","","","","","","","","","","","","","","","","16712190","0"
"184","0","Prestige VII %s","","","","","","","","","","","","","","","","16712190","Prestige VII %s","","","","","","","","","","","","","","","","16712190","0"
"185","0","Prestige VIII %s","","","","","","","","","","","","","","","","16712190","Prestige VIII %s","","","","","","","","","","","","","","","","16712190","0"
"186","0","Prestige IX %s","","","","","","","","","","","","","","","","16712190","Prestige IX %s","","","","","","","","","","","","","","","","16712190","0"
"187","0","Prestige X %s","","","","","","","","","","","","","","","","16712190","Prestige X %s","","","","","","","","","","","","","","","","16712190","0"
"188","0","Dungeon Delver","","","","","","","","","","","","","","","","16712190","Dungeon Delver","","","","","","","","","","","","","","","","0","1"
"189","0","Stratholme Conqueror","","","","","","","","","","","","","","","","16712190","Stratholme Conqueror","","","","","","","","","","","","","","","","0","1"
"190","0","Molten Purifier","","","","","","","","","","","","","","","","16712190","Molten Purifier","","","","","","","","","","","","","","","","0","1"
"191","0","Shadow Slayer","","","","","","","","","","","","","","","","16712190","Shadow Slayer","","","","","","","","","","","","","","","","0","1"
"192","0","Titan's Foe","","","","","","","","","","","","","","","","16712190","Titan's Foe","","","","","","","","","","","","","","","","0","1"
"193","0","Crusader Supreme","","","","","","","","","","","","","","","","16712190","Crusader Supreme","","","","","","","","","","","","","","","","0","1"
"194","0","Lichborne Champion","","","","","","","","","","","","","","","","16712190","Lichborne Champion","","","","","","","","","","","","","","","","0","1"
"195","0","Crimson Protector","","","","","","","","","","","","","","","","16712190","Crimson Protector","","","","","","","","","","","","","","","","0","1"
"196","0","Veteran Dungeon Master","","","","","","","","","","","","","","","","16712190","Veteran Dungeon Master","","","","","","","","","","","","","","","","0","1"
"197","0","Master Dungeon Conqueror","","","","","","","","","","","","","","","","16712190","Master Dungeon Conqueror","","","","","","","","","","","","","","","","0","1"
"198","0","Elite Quest Master","","","","","","","","","","","","","","","","16712190","Elite Quest Master","","","","","","","","","","","","","","","","0","1"
"199","0","Legendary Explorer","","","","","","","","","","","","","","","","16712190","Legendary Explorer","","","","","","","","","","","","","","","","0","1"
"200","0","Speedrunner","","","","","","","","","","","","","","","","16712190","Speedrunner","","","","","","","","","","","","","","","","0","1"
"201","0","Speed Demon","","","","","","","","","","","","","","","","16712190","Speed Demon","","","","","","","","","","","","","","","","0","1"
"202","0","Loot Lord","","","","","","","","","","","","","","","","16712190","Loot Lord","","","","","","","","","","","","","","","","0","1"
"203","0","Collector's Pride","","","","","","","","","","","","","","","","16712190","Collector's Pride","","","","","","","","","","","","","","","","0","1"
"204","0","Gold Rush","","","","","","","","","","","","","","","","16712190","Gold Rush","","","","","","","","","","","","","","","","0","1"
"205","0","Rich Adventurer","","","","","","","","","","","","","","","","16712190","Rich Adventurer","","","","","","","","","","","","","","","","0","1"
"206","0","Token Hoarder","","","","","","","","","","","","","","","","16712190","Token Hoarder","","","","","","","","","","","","","","","","0","1"
"207","0","Token Master","","","","","","","","","","","","","","","","16712190","Token Master","","","","","","","","","","","","","","","","0","1"
"208","0","Blackrock Depths Conqueror","","","","","","","","","","","","","","","","16712190","Blackrock Depths Conqueror","","","","","","","","","","","","","","","","0","1"
"209","0","Stratholme Liberator","","","","","","","","","","","","","","","","16712190","Stratholme Liberator","","","","","","","","","","","","","","","","0","1"
"210","0","Molten Core Purifier","","","","","","","","","","","","","","","","16712190","Molten Core Purifier","","","","","","","","","","","","","","","","0","1"
"211","0","Black Temple Destroyer","","","","","","","","","","","","","","","","16712190","Black Temple Destroyer","","","","","","","","","","","","","","","","0","1"
"212","0","Ulduar Titan Slayer","","","","","","","","","","","","","","","","16712190","Ulduar Titan Slayer","","","","","","","","","","","","","","","","0","1"
"213","0","Trial Champion","","","","","","","","","","","","","","","","16712190","Trial Champion","","","","","","","","","","","","","","","","0","1"
"214","0","Icecrown Liberator","","","","","","","","","","","","","","","","16712190","Icecrown Liberator","","","","","","","","","","","","","","","","0","1"
"215","0","Ruby Sanctum Guardian","","","","","","","","","","","","","","","","16712190","Ruby Sanctum Guardian","","","","","","","","","","","","","","","","0","1"
"216","0","Depths Explorer","","","","","","","","","","","","","","","","16712190","Depths Explorer","","","","","","","","","","","","","","","","0","1"
"217","0","Strath Slayer","","","","","","","","","","","","","","","","16712190","Strath Slayer","","","","","","","","","","","","","","","","0","1"
"218","0","Molten Expert","","","","","","","","","","","","","","","","16712190","Molten Expert","","","","","","","","","","","","","","","","0","1"
"219","0","Shadow Expert","","","","","","","","","","","","","","","","16712190","Shadow Expert","","","","","","","","","","","","","","","","0","1"
"220","0","Titan Expert","","","","","","","","","","","","","","","","16712190","Titan Expert","","","","","","","","","","","","","","","","0","1"
"221","0","Crusade Expert","","","","","","","","","","","","","","","","16712190","Crusade Expert","","","","","","","","","","","","","","","","0","1"
"222","0","Lich Expert","","","","","","","","","","","","","","","","16712190","Lich Expert","","","","","","","","","","","","","","","","0","1"
"223","0","Crimson Expert","","","","","","","","","","","","","","","","16712190","Crimson Expert","","","","","","","","","","","","","","","","0","1"
"224","0","Perfect Week","","","","","","","","","","","","","","","","16712190","Perfect Week","","","","","","","","","","","","","","","","0","1"
"225","0","Monthly Master","","","","","","","","","","","","","","","","16712190","Monthly Master","","","","","","","","","","","","","","","","0","1"
"226","0","Daily Grind","","","","","","","","","","","","","","","","16712190","Daily Grind","","","","","","","","","","","","","","","","0","1"
"227","0","Legendary Series","","","","","","","","","","","","","","","","16712190","Legendary Series","","","","","","","","","","","","","","","","0","1"
"228","0","Party Vanquisher","","","","","","","","","","","","","","","","16712190","Party Vanquisher","","","","","","","","","","","","","","","","0","1"
"229","0","Solo Master","","","","","","","","","","","","","","","","16712190","Solo Master","","","","","","","","","","","","","","","","0","1"
"230","0","Legendary Soloist","","","","","","","","","","","","","","","","16712190","Legendary Soloist","","","","","","","","","","","","","","","","0","1"
"231","0","No Deaths Allowed","","","","","","","","","","","","","","","","16712190","No Deaths Allowed","","","","","","","","","","","","","","","","0","1"
"232","0","Hardcore Survivor","","","","","","","","","","","","","","","","16712190","Hardcore Survivor","","","","","","","","","","","","","","","","0","1"
"233","0","Five Star Admiral","","","","","","","","","","","","","","","","16712190","Five Star Admiral","","","","","","","","","","","","","","","","0","1"
"234","0","Perfection Achieved","","","","","","","","","","","","","","","","16712190","Perfection Achieved","","","","","","","","","","","","","","","","0","1"
"235","0","Creature Slayer","","","","","","","","","","","","","","","","16712190","Creature Slayer","","","","","","","","","","","","","","","","0","1"
"236","0","Boss Destroyer","","","","","","","","","","","","","","","","16712190","Boss Destroyer","","","","","","","","","","","","","","","","0","1"
"237","0","Pit Conqueror","","","","","","","","","","","","","","","","16712190","Pit Conqueror","","","","","","","","","","","","","","","","0","1"
