"ID","HighlightSky","LightSkyboxID","CloudTypeID","Glow","WaterShallowAlpha","WaterDeepAlpha","OceanShallowAlpha","OceanDeepAlpha"
"118","0","0","0","0.5","0.5","1","0.75","1"
"119","0","0","0","0.85","0.5","1","0.75","1"
"120","1","0","0","0.75","0.5","1","0.75","1"
"121","0","0","0","1","0.5","1","0.75","1"
"122","1","0","0","0.75","0.5","1","0.75","1"
"123","0","0","0","1","0.5","1","0.75","1"
"124","1","0","0","0.2","0.5","1","0.75","1"
"125","0","0","0","1","0.5","1","0.75","1"
"126","0","0","0","0.6","0.5","1","0.75","1"
"127","0","0","0","1","0.5","1","0.75","1"
"128","1","0","0","0.2","0.5","1","0.75","1"
"129","0","0","0","0.5","0.5","1","0.75","1"
"130","0","0","0","1","0.5","1","0.75","1"
"131","0","0","0","0.6","0.5","1","0.75","1"
"132","1","0","0","0.8","0.5","1","0.75","1"
"133","0","0","0","1","0.5","1","0.75","1"
"134","0","0","0","1","0.5","1","0.75","1"
"135","0","0","0","0.5","0.5","1","0.75","1"
"136","0","0","0","1","0.5","1","0.75","1"
"137","0","0","0","0.5","0.5","1","0.75","1"
"138","0","0","0","0.5","0.5","1","0.75","1"
"139","0","0","0","0.5","0.5","1","0.75","1"
"140","0","0","0","0.5","0.5","1","0.75","1"
"141","0","0","0","0.5","0.5","1","0.75","1"
"142","0","0","0","0.75","0.5","1","0.75","1"
"143","0","0","0","1","0.5","1","0.75","1"
"144","0","0","0","0.75","0.5","1","0.75","1"
"145","0","0","0","0.5","0.5","1","0.75","1"
"146","0","0","0","1","0.5","1","0.75","1"
"147","0","0","0","0.5","0.5","1","0.75","1"
"148","0","0","0","0.5","0.5","1","0.75","1"
"149","1","0","0","0.2","0.5","1","0.75","1"
"150","0","0","0","0.5","0.5","1","0.75","1"
"151","0","0","0","0.5","0.5","1","0.75","1"
"152","0","0","0","0.5","0.5","1","0.75","1"
"153","0","0","0","0.5","0.5","1","0.75","1"
"154","0","0","0","0.5","0.5","1","0.75","1"
"155","1","0","0","0.5","0.5","1","0.75","1"
"156","0","0","0","1","0.5","1","0.75","1"
"157","0","0","0","0.5","0.5","1","0.75","1"
"158","0","0","0","0.5","0.5","1","0.75","1"
"159","0","0","0","0.5","0.5","1","0.75","1"
"160","0","0","0","1","0.5","1","0.75","1"
"161","1","0","0","0.85","0.5","1","0.75","1"
"162","0","0","0","0.5","0.5","1","0.75","1"
"163","0","0","0","0.5","0.5","1","0.75","1"
"164","0","0","0","1","0.5","1","0.75","1"
"165","1","0","0","0.75","0.5","1","0.75","1"
"166","0","0","0","1","0.5","1","0.75","1"
"167","0","0","0","0.75","0.5","1","0.75","1"
"168","0","0","0","0.4","0.5","1","0.75","1"
"169","0","0","0","0.5","0.5","1","0.75","1"
"170","0","0","0","0.65","0.5","1","0.75","1"
"171","0","0","0","1","0.5","1","0.75","1"
"172","0","0","0","1","0.5","1","0.75","1"
"173","1","0","0","0.3","0.85","1","0.75","1"
"174","0","0","0","0","0","0","0","0"
"175","0","0","0","0.75","0.5","1","0.8","1"
"176","0","0","0","1","0.5","1","0.75","1"
"177","0","0","0","0.6","0.5","1","0.75","1"
"178","0","0","0","1","0.5","1","0.75","1"
"179","0","0","0","1","0.5","1","0.75","1"
"180","0","0","0","1","0.5","1","0.75","1"
"181","0","0","0","0.6","0.5","1","0.75","1"
"182","0","0","0","0.85","0.5","1","0.75","1"
"183","0","0","0","1","0.5","1","0.75","1"
"184","0","0","0","1","0.5","1","0.75","1"
"185","1","0","0","1","0.5","1","0.75","0"
"186","0","0","0","1","0.5","1","0.75","1"
"187","0","0","0","0.5","0.5","1","0.75","1"
"188","0","0","0","0.5","0.5","1","0.75","1"
"189","0","0","0","0.5","0.5","1","0.75","1"
"190","0","0","0","0.5","0.5","1","0.75","1"
"191","0","0","0","0.5","0.5","1","0.75","1"
"192","1","0","0","0.5","0.5","1","0.75","1"
"193","0","0","0","1","0.5","1","0.75","1"
"194","0","0","0","1","0.5","1","0.75","1"
"195","0","0","0","1","0.5","1","0.75","1"
"196","1","0","0","0.3","0.5","1","0.75","1"
"197","1","0","0","0.5","0.5","1","0.75","1"
"198","0","0","0","0.6","0.5","1","0.75","1"
"199","0","0","0","1","0.5","1","0.75","1"
"200","1","0","0","0.2","0.5","1","0.75","1"
"201","0","0","0","1","0.5","1","0.75","1"
"202","0","0","0","0.65","0.5","1","0.75","1"
"203","0","0","0","1","0.5","1","0.75","1"
"204","0","0","0","1","0.5","1","0.75","1"
"205","0","0","0","1","0.5","1","0.75","1"
"206","0","0","0","1","0.5","1","0.75","1"
"207","0","0","0","1","0.5","1","0.75","1"
"208","0","0","0","1","0.5","1","0.75","1"
"209","0","0","0","1","0.5","1","0.75","1"
"210","0","0","0","0.5","0.5","1","0.75","1"
"211","0","0","0","1","0.5","1","0.75","1"
"212","0","0","0","0.4","0.5","1","0.75","1"
"213","0","0","0","1","0.5","1","0.75","1"
"214","0","0","0","0.3","0.5","1","0.75","1"
"215","0","0","0","1","0.5","1","0.75","1"
"216","0","0","0","1","0.5","1","0.75","1"
"217","1","0","0","0.6","0.5","1","0.75","1"
"218","0","0","0","1","0.5","1","0.75","1"
"219","0","0","0","1","0.5","1","0.75","1"
"220","0","0","0","0.75","0.5","1","0.75","1"
"221","0","0","0","1","0.5","1","0.75","1"
"222","0","0","0","0.85","0.5","1","0.75","1"
"223","0","0","0","1","0.5","1","0.75","1"
"224","0","0","0","1","0.5","1","0.75","1"
"225","0","0","0","1","0.5","1","0.75","1"
"226","0","0","0","0.5","0.5","1","0.75","1"
"227","1","0","0","0.3","0.5","1","0.75","1"
"228","0","0","0","1","0.5","1","0.75","1"
"229","1","0","0","0.75","0.5","1","0.75","1"
"230","1","0","0","0.85","0.5","1","0.75","1"
"231","1","0","0","0.85","0.6","1","0.75","1"
"232","1","0","0","0.85","0.5","1","0.75","1"
"233","1","0","0","1","0.5","1","0.75","1"
"234","1","0","0","0.85","0.5","1","0.75","1"
"235","1","0","0","1","0.5","1","0.75","1"
"236","0","0","0","0.85","0.5","1","0.75","1"
"237","0","0","0","1","0.5","1","0.75","1"
"238","0","0","0","1","0.5","1","0.75","1"
"239","1","0","0","0.2","0.5","1","0.75","1"
"240","0","0","0","1","0.5","1","0.75","1"
"241","1","0","0","1","0.5","1","0.75","1"
"242","1","0","0","1","0.5","1","0.75","1"
"243","1","0","0","1","0.5","1","0.75","1"
"244","1","0","0","1","0.5","1","0.75","1"
"245","1","0","0","1","0.5","1","0.75","1"
"246","0","0","0","0.9","0.5","1","0.75","1"
"247","0","0","0","0.4","0.5","1","0.75","1"
"248","0","0","0","0.75","0.5","1","0.75","1"
"249","0","0","0","0.75","0.5","1","0.75","1"
"250","0","0","0","1","0.5","1","0.75","1"
"251","0","0","0","1","0.5","1","0.75","1"
"252","0","0","0","0.8","0.5","1","0.75","1"
"253","0","0","0","0.4","0.5","1","0.75","1"
"254","0","0","0","0.75","0.5","1","0.75","1"
"255","1","0","0","0.75","0.5","1","0.75","1"
"256","1","0","0","0.85","0.5","1","0.75","1"
"257","0","0","0","1","0.5","1","0.75","1"
"258","0","0","0","0.85","0.5","1","0.75","1"
"259","0","0","0","1","0.5","1","0.75","1"
"260","0","0","0","0.8","1","1","0.75","1"
"261","0","0","0","1","0.5","1","0.75","1"
"262","0","0","0","0","0.5","1","0.75","1"
"263","0","0","0","1","0.5","1","0.75","1"
"264","0","0","0","0.5","0.5","1","0.75","1"
"265","0","0","0","0.5","0.5","1","0.75","1"
"266","0","0","0","1","0.5","1","0.75","1"
"267","0","0","0","0.5","0.5","1","0.75","1"
"268","0","0","0","1","0.5","1","0.75","1"
"269","0","0","0","0","0.5","1","0.75","1"
"270","0","0","0","0.5","0.5","1","0.75","1"
"271","0","0","0","1","0.5","1","0.75","1"
"272","1","0","0","0.3","0.5","1","0.75","1"
"273","0","0","0","0.3","0.5","1","0.75","1"
"274","0","0","0","0.5","0.5","1","0.75","1"
"275","0","0","0","0.3","0.5","1","0.75","1"
"276","0","0","0","1","0.5","1","0.75","1"
"277","0","0","0","1","0.5","1","0.75","1"
"278","0","0","0","0.6","0.5","1","0.75","1"
"279","0","0","0","0.6","0.5","1","0.75","1"
"280","0","0","0","0.5","0.5","1","0.75","1"
"281","0","0","0","0.75","0.5","1","0.75","1"
"282","0","0","0","1","0.5","1","0.75","1"
"283","0","0","0","0.75","0.5","1","0.75","1"
"284","0","0","0","0.6","0.5","1","0.75","1"
"285","0","0","0","1","0.5","1","0.75","1"
"286","0","0","0","0.85","0.5","1","0.75","1"
"287","1","0","0","1","0.5","1","0.75","1"
"288","0","0","0","0","0.5","1","0.75","1"
"289","0","0","0","1","0.5","1","0.75","1"
"290","0","0","0","0.65","0.5","1","0.75","1"
"291","0","0","0","0.6","0.5","1","0.75","1"
"292","0","0","0","0.6","0.5","1","0.75","1"
"293","0","0","0","1","0.5","1","0.75","1"
"294","1","0","0","0.6","0.5","1","0.75","1"
"295","0","0","0","1","0.5","1","0.75","1"
"296","0","0","0","0.4","0.5","1","0.75","1"
"297","0","0","0","0.5","0.5","1","0.75","1"
"298","0","0","0","0.5","0.5","1","0.75","1"
"299","0","0","0","0.5","0.5","1","0.75","1"
"300","0","0","0","0.5","0.5","1","0.75","1"
"301","0","0","0","1","0.5","1","0.75","1"
"302","0","0","0","1","0.5","1","0.75","1"
"303","1","0","0","0.2","0.5","1","0.75","1"
"304","0","0","0","1","0.5","1","0.75","1"
"305","0","0","0","0.5","0.5","1","0.75","1"
"306","0","0","0","0.5","0.5","1","0.75","1"
"307","0","0","0","1","0.5","1","0.75","0"
"308","0","0","0","1","0.5","1","0.75","1"
"309","0","0","0","0.3","0.5","1","0.75","1"
"310","0","0","0","1","0.5","1","0.75","1"
"311","0","0","0","0.5","0.5","1","0.75","1"
"312","0","0","0","0.5","0.5","1","0.75","1"
"313","1","0","0","0.65","0.5","1","0.75","1"
"314","0","0","0","1","0.5","1","0.75","1"
"315","0","0","0","0.5","0.5","1","0.75","1"
"316","0","0","0","0.5","0.5","1","0.75","1"
"317","0","0","0","0.5","0.5","1","0.75","1"
"318","0","0","0","0.5","0.5","1","0.75","1"
"319","0","0","0","0.5","0.5","1","0.75","1"
"320","0","0","0","0.5","0.5","1","0.75","1"
"321","0","0","0","0.5","0.5","1","0.75","1"
"322","0","0","0","0.5","0.5","1","0.75","1"
"323","0","0","0","0.5","0.5","1","0.75","1"
"324","0","0","0","0.5","0.5","1","0.75","1"
"325","0","0","0","0.5","0.5","1","0.75","1"
"326","0","0","0","0.5","0.5","1","0.75","1"
"327","0","0","0","0.5","0.5","1","0.75","1"
"328","1","0","0","0.5","0.5","1","0.75","1"
"329","0","0","0","0.5","0.5","1","0.75","1"
"330","1","0","0","0.5","0.5","1","0.75","1"
"331","0","0","0","0.5","0.5","1","0.75","1"
"332","1","0","0","0.5","0.5","1","0.75","1"
"333","0","0","0","0.5","0.5","1","0.75","1"
"334","1","0","0","0.5","0.5","1","0.75","1"
"335","0","0","0","0.5","0.5","1","0.75","1"
"336","0","0","0","0.5","0.5","1","0.75","1"
"337","0","0","0","0.5","0.5","1","0.75","1"
"338","0","0","0","0.5","0.5","1","0.75","1"
"339","0","0","0","0.5","0.5","1","0.75","1"
"340","1","0","0","0.5","0.5","1","0.75","1"
"341","0","0","0","0.5","0.5","1","0.75","1"
"342","0","0","0","0.5","0.5","1","0.75","1"
"343","0","0","0","0.5","0.5","1","0.75","1"
"344","1","0","0","0.5","0.5","1","0.75","1"
"345","0","0","0","0.5","0.5","1","0.75","1"
"346","1","0","0","0.5","0.5","1","0.75","1"
"347","0","0","0","0.5","0.5","1","0.75","1"
"348","0","0","0","0.5","0.5","1","0.75","1"
"349","0","0","0","0.5","0.5","1","0.75","1"
"350","0","0","0","0.5","0.5","1","0.75","1"
"351","1","0","0","0.5","0.5","1","0.75","1"
"352","1","0","0","0.5","0.5","1","0.75","1"
"353","0","0","0","0.5","0.5","1","0.75","1"
"354","1","0","0","0.5","0.5","1","0.75","1"
"355","0","0","0","0.5","0.5","1","0.75","1"
"356","0","0","0","0.5","0.5","1","0.75","1"
"357","1","0","0","0.5","0.5","1","0.75","1"
"358","1","0","0","0.5","0.5","1","0.75","1"
"359","0","0","0","0.5","0.5","1","0.75","1"
"360","0","0","0","0.5","0.5","1","0.75","1"
"361","0","0","0","0.5","0.5","1","0.75","1"
"362","0","0","0","0.5","0.5","1","0.75","1"
"363","1","0","0","0.5","0.5","1","0.75","1"
"364","1","0","0","0.5","0.5","1","0.75","1"
"365","0","0","0","0.5","0.5","1","0.75","1"
"366","0","0","0","0.5","0.5","1","0.75","1"
"367","0","0","0","0.5","0.5","1","0.75","1"
"368","0","0","0","0.5","0.5","1","0.75","1"
"369","0","0","0","0.5","0.5","1","0.75","1"
"370","1","0","0","0.65","0.85","1","0.75","1"
"371","0","0","0","1","0.5","1","0.75","1"
"372","1","0","0","0.65","0.85","1","0.75","1"
"373","1","0","0","0.65","0.85","1","0.75","1"
"374","0","0","0","1","0.5","1","0.75","1"
"375","0","0","0","1","0.5","1","0.75","1"
"376","0","0","0","0","0","0","0","0"
"377","0","0","0","0.4","0.5","1","0.75","1"
"378","0","0","0","1","0.5","1","0.75","1"
"379","1","0","0","0.25","0.5","1","0.75","1"
"380","0","0","0","1","0.5","1","0.75","1"
"381","1","0","0","0.25","0.5","1","0.75","0"
"382","0","0","0","0.7","0.5","1","0.75","1"
"383","0","0","0","1","0.5","1","0.75","1"
"384","0","7","0","0.4","0.5","1","0.75","1"
"385","0","0","0","1","0.5","1","0.75","1"
"386","0","0","0","0.6","0.5","1","0.75","1"
"387","0","0","0","1","0.5","1","0.75","1"
"388","0","0","0","0.75","0.5","1","0.75","1"
"389","0","0","0","0.75","0.5","1","0.75","1"
"390","0","0","0","0.75","0.5","1","0.75","1"
"391","0","0","0","0.4","0.5","1","0.75","1"
"392","1","0","0","0.5","0.5","1","0.75","1"
"393","0","0","0","0.4","0.5","1","0.75","1"
"394","0","0","0","0.4","0.5","1","0.75","1"
"395","1","0","0","0.25","0.5","1","0.75","1"
"396","1","12","0","0","0.45","1","0.75","0.5"
"397","0","0","0","0.75","0.5","1","0.75","1"
"398","0","0","0","0.4","0.5","1","0.75","1"
"399","0","0","0","0.5","0.5","1","0.5","1"
"400","0","0","0","0.6","0.5","1","0.75","1"
"401","0","0","0","0.6","0.5","1","0.75","1"
"402","0","1","0","0.75","0.5","1","0.75","1"
"403","0","1","0","0.75","0.5","1","0.75","1"
"404","1","5","0","0.5","0.5","1","0.75","1"
"405","1","0","0","0","0.5","1","0.75","1"
"406","1","0","0","0","0.5","1","0.75","1"
"407","0","0","0","0.65","0.5","1","0.75","1"
"408","0","0","0","0.4","0.5","1","0.75","1"
"409","1","0","0","0.65","0.85","1","0.75","1"
"410","0","0","0","0.8","0.5","1","0.75","1"
"411","0","0","0","0.8","0.5","1","0.75","1"
"412","0","0","0","1","0.5","1","0.75","1"
"413","0","0","0","1","0.5","1","0.75","1"
"414","0","0","0","0.8","1","1","0.75","1"
"415","0","0","0","0.8","0.5","1","0.75","1"
"416","0","0","0","0.8","0.5","1","0.75","1"
"417","0","0","0","0.8","0.5","1","0.75","1"
"418","0","0","0","0.8","0.5","1","0.75","1"
"419","0","0","0","0.8","0.5","1","0.75","1"
"420","1","0","0","0.2","0.5","1","0.75","1"
"421","1","0","0","0","0.5","1","0.75","1"
"422","1","0","0","0","0.5","1","0.75","1"
"423","1","0","0","0","0.5","1","0.75","1"
"424","0","0","0","0","0.5","1","0.75","1"
"425","0","0","0","0.75","0.5","1","0.75","1"
"426","0","0","0","1","0.5","1","0.75","1"
"427","1","0","0","0","0.5","1","0.75","1"
"428","0","0","0","0.7","0.5","1","0.75","1"
"429","0","0","0","0.5","0.5","1","0.75","1"
"430","0","0","0","0.5","0.5","1","0.75","1"
"431","0","0","0","0.7","0.5","1","0.75","1"
"432","0","0","0","0.75","0.5","1","0.75","1"
"433","0","0","0","0.5","0.5","1","0.75","1"
"434","0","0","0","0.6","0.5","1","0.75","1"
"435","0","0","0","0.4","0.5","1","0.75","1"
"436","1","0","0","0.5","0.4","1","0.65","1"
"437","0","0","0","0.3","0.5","1","0.75","1"
"438","0","11","0","0.5","0.5","1","0.75","1"
"439","0","0","0","0.3","0.5","1","0.75","1"
"440","0","0","0","0.4","0.5","1","0.75","1"
"441","0","0","0","0.4","0.5","1","0.75","1"
"442","1","0","0","0.25","0.5","1","0.75","1"
"443","0","0","0","0.6","0.5","1","0.75","1"
"444","0","0","0","0.6","0.5","1","0.75","1"
"445","0","7","0","0.4","0.5","1","0.75","1"
"446","0","14","0","1","0.5","1","0.75","1"
"447","0","0","0","0.5","0.5","1","0.75","1"
"448","0","0","0","0.5","0.5","1","0.75","1"
"449","0","0","0","0.5","0.5","1","0.75","1"
"450","0","0","0","0.5","0.5","1","0.75","1"
"451","0","0","0","0.4","0.5","1","0.75","1"
"452","0","0","0","0.4","0.5","1","0.75","1"
"453","0","0","0","1","0.5","1","0.75","1"
"454","0","0","0","0.4","0.5","1","0.75","1"
"455","0","0","0","0.4","0.5","1","0.75","1"
"456","0","0","0","0.9","0.5","1","0.75","1"
"457","0","0","0","0.6","0.5","1","0.75","1"
"458","0","0","0","0.9","0.5","1","0.75","1"
"459","1","0","0","0.25","0.5","1","0.75","1"
"460","0","0","0","0.25","0.5","1","0.7","1"
"461","0","0","0","0.4","0.5","1","0.75","1"
"462","0","0","0","0.5","0.5","1","0.75","1"
"463","0","0","0","0.6","0.5","1","0.75","1"
"464","0","0","0","0.85","0.5","1","0.5","1"
"465","0","0","0","0.85","0.5","1","0.5","1"
"466","0","0","0","0.25","0.5","1","0.75","1"
"467","1","0","0","0.5","0.5","1","0.75","1"
"468","1","0","0","0.5","0.5","1","0.75","1"
"469","0","0","0","0.85","0.5","1","0.75","1"
"470","0","0","0","0.75","0.5","1","0.75","1"
"471","0","0","0","1","0.5","1","0.75","1"
"472","1","0","0","0.85","0.5","1","0.75","1"
"473","0","0","0","0.6","0.5","1","0.75","1"
"474","1","0","0","0.5","0.5","1","0.75","1"
"475","0","0","0","0.85","0.5","1","0.75","1"
"476","0","0","0","1","0.5","1","0.75","1"
"477","1","0","0","0.3","0.5","1","0.75","1"
"478","0","0","0","0.6","0.5","1","0.75","1"
"479","0","0","0","1","0.5","1","0.75","1"
"480","0","0","0","1","0.5","1","0.75","1"
"481","0","0","0","0.5","0.5","1","0.75","1"
"482","0","0","0","0.65","0.5","1","0.75","1"
"483","1","0","0","0.85","0.5","1","0.75","1"
"484","1","0","0","0.6","0.5","1","0.75","1"
"485","1","0","0","0.2","0.5","1","0.75","1"
"486","1","0","0","0.5","0.5","1","0.75","1"
"487","1","0","0","0.5","0.4","1","0.65","1"
"488","1","0","0","0.5","0.4","1","0.65","1"
"489","1","0","0","0.5","0.5","1","0.65","1"
"490","0","0","0","0.25","0.5","1","0.75","1"
"491","1","0","0","0.25","0.5","1","0.75","0.5"
"492","0","0","0","1","0.5","1","0.75","1"
"493","0","0","0","0.5","0.5","1","0.75","1"
"494","0","0","0","0.85","0.5","1","0.75","1"
"495","0","0","0","1","0.5","1","0.75","1"
"496","0","0","0","0.85","0.5","1","0.5","1"
"497","1","0","0","0.5","0.5","1","0.75","1"
"498","1","0","0","0.5","0.5","1","0.75","1"
"499","0","0","0","0.85","0.5","1","0.75","1"
"500","1","8","0","0.5","0.5","1","0.75","1"
"501","1","0","0","0.25","0.45","1","0.75","0.5"
"502","0","0","0","0.25","0.5","1","0.75","1"
"503","1","0","0","0.25","0.5","1","0.75","1"
"504","1","14","0","0.5","0.5","1","0.75","1"
"505","1","0","0","0.5","0.4","1","0.65","1"
"506","0","0","0","0.75","0.35","1","0.75","1"
"507","0","7","0","0.4","0.5","1","0.75","1"
"508","0","10","0","0.4","0.5","1","0.75","1"
"509","0","0","0","1","0.5","1","0.75","1"
"510","1","15","0","0.25","0.45","1","0.75","0.5"
"511","0","0","0","0.4","0.5","1","0.75","1"
"512","0","7","0","0.4","0.5","1","0.75","1"
"513","0","9","0","0.3","0.5","1","0.75","1"
"514","0","0","0","0.75","0.5","1","0.75","1"
"515","0","0","0","0.75","0.5","1","0.75","1"
"516","0","0","0","0.75","0.5","1","0.75","1"
"517","1","0","0","0.25","0.45","1","0.75","0.5"
"518","0","0","0","1","0.5","1","0.75","1"
"519","1","0","0","0.25","0.45","1","0.75","0.5"
"520","1","0","0","0.25","0.45","1","0.75","0.5"
"521","0","10","0","0.4","0.5","1","0.75","1"
"522","0","7","0","0.4","0.5","1","0.75","1"
"523","0","0","0","0.75","0.5","1","0.75","1"
"524","0","7","0","0.4","0.5","1","0.75","1"
"525","0","15","0","1","0.5","1","0.75","1"
"526","0","0","0","0.85","0.5","1","0.75","1"
"527","0","7","0","0.4","0.5","1","0.75","1"
"528","0","7","0","0.4","0.5","1","0.75","1"
"529","0","7","0","0.4","0.5","1","0.75","1"
"530","0","6","0","0.6","0.5","1","0.75","1"
"531","0","8","0","0.5","0.5","1","0.75","1"
"532","0","10","0","0.4","0.5","1","0.75","1"
"533","0","7","0","0.4","0.5","1","0.75","1"
"534","0","7","0","0.4","0.5","1","0.75","1"
"535","0","7","0","0.4","0.5","1","0.75","1"
"536","1","0","0","0.25","0.45","1","0.75","0.5"
"537","0","10","0","0.4","0.5","1","0.75","1"
"538","0","15","0","0.5","0.5","1","0.75","1"
"539","0","15","0","0.5","0.5","1","0.75","1"
"540","0","0","0","1","0.5","1","0.75","1"
"541","0","9","0","0.3","0.5","1","0.75","1"
"542","0","0","0","0.85","0.5","1","0.75","1"
"543","0","9","0","0.3","0.5","1","0.75","1"
"544","0","9","0","0.3","0.5","1","0.75","1"
