"ID","ModelName_1","ModelName_2","ModelTexture_1","ModelTexture_2","InventoryIcon_1","InventoryIcon_2","GeosetGroup_1","GeosetGroup_2","GeosetGroup_3","Flags","SpellVisualID","GroupSoundIndex","HelmetGeosetVis_1","HelmetGeosetVis_2","Texture_1","Texture_2","Texture_3","Texture_4","Texture_5","Texture_6","Texture_7","Texture_8","ItemVisual","ParticleColorID"
"100038","","","","","ICON_100038","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100039","","","","","ICON_100039","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100040","","","","","ICON_100040","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100041","","","","","ICON_100041","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100042","","","","","ICON_100042","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100043","","","","","ICON_100043","","0","1","0","0","0","0","0","0","","","","","","","","","0","0"
"100044","","","","","ICON_100044","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100045","","","","","ICON_100045","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100046","","","","","ICON_100046","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100047","","","","","ICON_100047","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100048","","","","","ICON_100048","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100049","","","","","ICON_100049","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100050","","","","","ICON_100050","","0","2","0","0","0","0","0","0","","","","","","","","","0","0"
"100051","","","","","ICON_100051","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100052","","","","","ICON_100052","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100053","","","","","ICON_100053","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100054","","","","","ICON_100054","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100055","","","","","ICON_100055","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100056","","","","","ICON_100056","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100057","","","","","ICON_100057","","2","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100058","","","","","ICON_100058","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100059","","","","","ICON_100059","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100060","","","","","ICON_100060","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100061","","","","","ICON_100061","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100062","","","","","ICON_100062","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100063","","","","","ICON_100063","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100064","","","","","ICON_100064","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100065","","","","","ICON_100065","","2","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100066","","","","","ICON_100066","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100067","","","","","ICON_100067","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100068","","","","","ICON_100068","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100069","","","","","ICON_100069","","2","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100070","","","","","ICON_100070","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100071","","","","","ICON_100071","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100072","","","","","ICON_100072","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100073","","","","","ICON_100073","","1","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100074","","","","","ICON_100074","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100075","","","","","ICON_100075","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100076","","","","","ICON_100076","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100077","","","","","ICON_100077","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100078","","","","","ICON_100078","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100079","","","","","ICON_100079","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100080","","","","","ICON_100080","","1","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100081","","","","","ICON_100081","","0","1","0","0","0","0","0","0","","","","","","","","","0","0"
"100082","","","","","ICON_100082","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100083","","","","","ICON_100083","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100084","","","","","ICON_100084","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100085","","","","","ICON_100085","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100086","","","","","ICON_100086","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100087","","","","","ICON_100087","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100088","","","","","ICON_100088","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100089","","","","","ICON_100089","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100090","","","","","ICON_100090","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100091","","","","","ICON_100091","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100092","","","","","ICON_100092","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100093","","","","","ICON_100093","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100094","","","","","ICON_100094","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100095","","","","","ICON_100095","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100096","","","","","ICON_100096","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100097","","","","","ICON_100097","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100098","","","","","ICON_100098","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100099","","","","","ICON_100099","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100100","","","","","ICON_100100","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100101","","","","","ICON_100101","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100102","","","","","ICON_100102","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100103","","","","","ICON_100103","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100104","","","","","ICON_100104","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100105","","","","","ICON_100105","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100106","","","","","ICON_100106","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100107","","","","","ICON_100107","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100108","","","","","ICON_100108","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100109","","","","","ICON_100109","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100110","","","","","ICON_100110","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100111","","","","","ICON_100111","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100112","","","","","ICON_100112","","1","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100113","","","","","ICON_100113","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100114","","","","","ICON_100114","","0","1","0","0","0","0","0","0","","","","","","","","","0","0"
"100115","","","","","ICON_100115","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100116","","","","","ICON_100116","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100117","","","","","ICON_100117","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100118","","","","","ICON_100118","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100119","","","","","ICON_100119","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100120","","","","","ICON_100120","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100121","","","","","ICON_100121","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100122","","","","","ICON_100122","","2","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100123","","","","","ICON_100123","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100124","","","","","ICON_100124","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100125","","","","","ICON_100125","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100126","","","","","ICON_100126","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100127","","","","","ICON_100127","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100128","","","","","ICON_100128","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100129","","","","","ICON_100129","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100130","","","","","ICON_100130","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100131","","","","","ICON_100131","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100132","","","","","ICON_100132","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100133","","","","","ICON_100133","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100134","","","","","ICON_100134","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100135","","","","","ICON_100135","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100136","","","","","ICON_100136","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100137","","","","","ICON_100137","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100138","","","","","ICON_100138","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100139","","","","","ICON_100139","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100140","","","","","ICON_100140","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100141","","","","","ICON_100141","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100142","","","","","ICON_100142","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100143","","","","","ICON_100143","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100144","","","","","ICON_100144","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100145","","","","","ICON_100145","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100146","","","","","ICON_100146","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100147","","","","","ICON_100147","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100148","","","","","ICON_100148","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100149","","","","","ICON_100149","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100150","","","","","ICON_100150","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100151","","","","","ICON_100151","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100152","","","","","ICON_100152","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100153","","","","","ICON_100153","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100154","","","","","ICON_100154","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100155","","","","","ICON_100155","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100156","","","","","ICON_100156","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100157","","","","","ICON_100157","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100158","","","","","ICON_100158","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100159","","","","","ICON_100159","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100160","","","","","ICON_100160","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100161","","","","","ICON_100161","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100162","","","","","ICON_100162","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100163","","","","","ICON_100163","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100164","","","","","ICON_100164","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100165","","","","","ICON_100165","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100166","","","","","ICON_100166","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100167","","","","","ICON_100167","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100168","","","","","ICON_100168","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100169","","","","","ICON_100169","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100170","","","","","ICON_100170","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100171","","","","","ICON_100171","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100172","","","","","ICON_100172","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100173","","","","","ICON_100173","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100174","","","","","ICON_100174","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100175","","","","","ICON_100175","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100176","","","","","ICON_100176","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100177","","","","","ICON_100177","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100178","","","","","ICON_100178","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100179","","","","","ICON_100179","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100180","","","","","ICON_100180","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100181","","","","","ICON_100181","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100182","","","","","ICON_100182","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100183","","","","","ICON_100183","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100184","","","","","ICON_100184","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100185","","","","","ICON_100185","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100186","","","","","ICON_100186","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100187","","","","","ICON_100187","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100188","","","","","ICON_100188","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100189","","","","","ICON_100189","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100190","","","","","ICON_100190","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100191","","","","","ICON_100191","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100192","","","","","ICON_100192","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100193","","","","","ICON_100193","","0","0","0","0","0","0","0","0","","","","","","","","","33","0"
"100194","","","","","ICON_100194","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100195","","","","","ICON_100195","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100196","","","","","ICON_100196","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100197","","","","","ICON_100197","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100198","","","","","ICON_100198","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100199","","","","","ICON_100199","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100200","","","","","ICON_100200","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100201","","","","","ICON_100201","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100202","","","","","ICON_100202","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100203","","","","","ICON_100203","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100204","","","","","ICON_100204","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100205","","","","","ICON_100205","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100206","","","","","ICON_100206","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100207","","","","","ICON_100207","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100208","","","","","ICON_100208","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100209","","","","","ICON_100209","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100210","","","","","ICON_100210","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100211","","","","","ICON_100211","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100212","","","","","ICON_100212","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100213","","","","","ICON_100213","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100214","","","","","ICON_100214","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100215","","","","","ICON_100215","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100216","","","","","ICON_100216","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100217","","","","","ICON_100217","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100218","","","","","ICON_100218","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100219","","","","","ICON_100219","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100220","","","","","ICON_100220","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100221","","","","","ICON_100221","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100222","","","","","ICON_100222","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100223","","","","","ICON_100223","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100224","","","","","ICON_100224","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100225","","","","","ICON_100225","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100226","","","","","ICON_100226","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100227","","","","","ICON_100227","","1","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100228","","","","","ICON_100228","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100229","","","","","ICON_100229","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100230","","","","","ICON_100230","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100231","","","","","ICON_100231","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100232","","","","","ICON_100232","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100233","","","","","ICON_100233","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100234","","","","","ICON_100234","","0","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100235","","","","","ICON_100235","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100236","","","","","ICON_100236","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100237","","","","","ICON_100237","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100238","","","","","ICON_100238","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100239","","","","","ICON_100239","","1","0","1","0","0","0","0","0","","","","","","","","","0","0"
"100240","","","","","ICON_100240","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100241","","","","","ICON_100241","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100242","","","","","ICON_100242","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100243","","","","","ICON_100243","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100244","","","","","ICON_100244","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100245","","","","","ICON_100245","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100246","","","","","ICON_100246","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100247","","","","","ICON_100247","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100248","","","","","ICON_100248","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100249","","","","","ICON_100249","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100250","","","","","ICON_100250","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100251","","","","","ICON_100251","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100252","","","","","ICON_100252","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100253","","","","","ICON_100253","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100254","","","","","ICON_100254","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100255","","","","","ICON_100255","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100256","","","","","ICON_100256","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100257","","","","","ICON_100257","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100258","","","","","ICON_100258","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100259","","","","","ICON_100259","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100260","","","","","ICON_100260","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100261","","","","","ICON_100261","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100262","","","","","ICON_100262","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100263","","","","","ICON_100263","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100264","","","","","ICON_100264","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100265","","","","","ICON_100265","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100266","","","","","ICON_100266","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100267","","","","","ICON_100267","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100268","","","","","ICON_100268","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100269","","","","","ICON_100269","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100270","","","","","ICON_100270","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100271","","","","","ICON_100271","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100272","","","","","ICON_100272","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100273","","","","","ICON_100273","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100274","","","","","ICON_100274","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100275","","","","","ICON_100275","","1","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100276","","","","","ICON_100276","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100277","","","","","ICON_100277","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100278","","","","","ICON_100278","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100279","","","","","ICON_100279","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100280","","","","","ICON_100280","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100281","","","","","ICON_100281","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100282","","","","","ICON_100282","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100283","","","","","ICON_100283","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100284","","","","","ICON_100284","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100285","","","","","ICON_100285","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100286","","","","","ICON_100286","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100287","","","","","ICON_100287","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100288","","","","","ICON_100288","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100289","","","","","ICON_100289","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100290","","","","","ICON_100290","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100291","","","","","ICON_100291","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100292","","","","","ICON_100292","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100293","","","","","ICON_100293","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100294","","","","","ICON_100294","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100295","","","","","ICON_100295","","2","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100296","","","","","ICON_100296","","4","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100297","","","","","ICON_100297","","2","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100298","","","","","ICON_100298","","2","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100299","","","","","ICON_100299","","2","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100300","","","","","ICON_100300","","2","0","0","0","0","0","0","0","","","","","","","","","0","0"
"100301","","","","","ICON_100301","","0","0","0","0","0","0","0","0","","","","","","","","","0","0"
