item_id;name;ItemLevel;RequiredLevel;InventoryType;class;subclass
91150;Archus, Greatstaff of Antonidas;510;130;17;2;10
91151;Bloodsurge, Kel'Thuzad's Blade of Agony;510;130;21;2;7
91152;Fal'inrush, Defender of Quel'thalas;510;130;26;2;18
91153;Royal Scepter of Terenas II;510;130;21;2;4
91154;Oathbinder, Charge of the Ranger-General;510;130;17;2;6
91155;Heaven's Fall, Kryss of a Thousand Lies;510;130;13;2;15
91156;Havoc's Call, Blade of Lordaeron Kings;510;130;13;2;0
91157;Mithrios, Bronzebeard's Legacy;510;130;13;2;4
81000;Sanctified Scourgelord Pauldrons;500;80;3;4;4
81001;Sanctified Scourgelord Legguards;500;80;7;4;4
81002;Sanctified Scourgelord Faceguard;500;80;1;4;4
81003;Sanctified Scourgelord Handguards;500;80;10;4;4
81004;Sanctified Scourgelord Chestguard;500;80;5;4;4
81005;Sanctified Scourgelord Battleplate;500;80;5;4;4
81006;Sanctified Scourgelord Gauntlets;500;80;10;4;4
81007;Sanctified Scourgelord Helmet;500;80;1;4;4
81009;Sanctified Scourgelord Shoulderplates;500;80;3;4;4
81010;Sanctified Lasherweave Robes;500;80;20;4;2
81011;Sanctified Lasherweave Gauntlets;500;80;10;4;2
81012;Sanctified Lasherweave Helmet;500;80;1;4;2
81013;Sanctified Lasherweave Legplates;500;80;7;4;2
81014;Sanctified Lasherweave Pauldrons;500;80;3;4;2
81015;Sanctified Lasherweave Shoulderpads;500;80;3;4;2
81016;Sanctified Lasherweave Legguards;500;80;7;4;2
81017;Sanctified Lasherweave Headguard;500;80;1;4;2
81018;Sanctified Lasherweave Handgrips;500;80;10;4;2
81019;Sanctified Lasherweave Raiment;500;80;20;4;2
81020;Sanctified Lasherweave Mantle;500;80;3;4;2
81021;Sanctified Lasherweave Trousers;500;80;7;4;2
81022;Sanctified Lasherweave Cover;500;80;1;4;2
81023;Sanctified Lasherweave Gloves;500;80;10;4;2
81024;Sanctified Lasherweave Vestment;500;80;20;4;2
81025;Sanctified Ahn'Kahar Blood Hunter's Handguards;500;80;10;4;3
81026;Sanctified Ahn'Kahar Blood Hunter's Headpiece;500;80;1;4;3
81027;Sanctified Ahn'Kahar Blood Hunter's Legguards;500;80;7;4;3
81028;Sanctified Ahn'Kahar Blood Hunter's Spaulders;500;80;3;4;3
81029;Sanctified Ahn'Kahar Blood Hunter's Tunic;500;80;5;4;3
81030;Sanctified Bloodmage Gloves;500;80;10;4;1
81031;Sanctified Bloodmage Hood;500;80;1;4;1
81032;Sanctified Bloodmage Leggings;500;80;7;4;1
81033;Sanctified Bloodmage Robe;500;80;20;4;1
81034;Sanctified Bloodmage Shoulderpads;500;80;3;4;1
81035;Sanctified Lightsworn Shoulderplates;500;80;3;4;4
81036;Sanctified Lightsworn Legplates;500;80;7;4;4
81037;Sanctified Lightsworn Helmet;500;80;1;4;4
81038;Sanctified Lightsworn Gauntlets;500;80;10;4;4
81039;Sanctified Lightsworn Battleplate;500;80;5;4;4
81040;Sanctified Lightsworn Shoulderguards;500;80;3;4;4
81041;Sanctified Lightsworn Legguards;500;80;7;4;4
81042;Sanctified Lightsworn Handguards;500;80;10;4;4
81043;Sanctified Lightsworn Faceguard;500;80;1;4;4
81044;Sanctified Lightsworn Chestguard;500;80;5;4;4
81045;Sanctified Lightsworn Spaulders;500;80;3;4;4
81046;Sanctified Lightsworn Tunic;500;80;5;4;4
81047;Sanctified Lightsworn Headpiece;500;80;1;4;4
81048;Sanctified Lightsworn Greaves;500;80;7;4;4
81049;Sanctified Lightsworn Gloves;500;80;10;4;4
81050;Sanctified Crimson Acolyte Pants;500;80;7;4;1
81051;Sanctified Crimson Acolyte Raiments;500;80;20;4;1
81052;Sanctified Crimson Acolyte Mantle;500;80;3;4;1
81053;Sanctified Crimson Acolyte Handwraps;500;80;10;4;1
81054;Sanctified Crimson Acolyte Cowl;500;80;1;4;1
81055;Sanctified Crimson Acolyte Gloves;500;80;10;4;1
81056;Sanctified Crimson Acolyte Hood;500;80;1;4;1
81057;Sanctified Crimson Acolyte Leggings;500;80;7;4;1
81058;Sanctified Crimson Acolyte Robe;500;80;20;4;1
81059;Sanctified Crimson Acolyte Shoulderpads;500;80;3;4;1
81060;Sanctified Shadowblade Breastplate;500;80;5;4;2
81061;Sanctified Shadowblade Gauntlets;500;80;10;4;2
81062;Sanctified Shadowblade Helmet;500;80;1;4;2
81063;Sanctified Shadowblade Legplates;500;80;7;4;2
81064;Sanctified Shadowblade Pauldrons;500;80;3;4;2
81065;Sanctified Frost Witch's Shoulderguards;500;80;3;4;3
81066;Sanctified Frost Witch's War-Kilt;500;80;7;4;3
81067;Sanctified Frost Witch's Faceguard;500;80;1;4;3
81068;Sanctified Frost Witch's Grips;500;80;10;4;3
81069;Sanctified Frost Witch's Chestguard;500;80;5;4;3
81070;Sanctified Frost Witch's Spaulders;500;80;3;4;3
81071;Sanctified Frost Witch's Legguards;500;80;7;4;3
81072;Sanctified Frost Witch's Headpiece;500;80;1;4;3
81073;Sanctified Frost Witch's Handguards;500;80;10;4;3
81074;Sanctified Frost Witch's Tunic;500;80;5;4;3
81075;Sanctified Frost Witch's Shoulderpads;500;80;3;4;3
81076;Sanctified Frost Witch's Kilt;500;80;7;4;3
81077;Sanctified Frost Witch's Helm;500;80;1;4;3
81078;Sanctified Frost Witch's Gloves;500;80;10;4;3
81079;Sanctified Frost Witch's Hauberk;500;80;5;4;3
81080;Sanctified Dark Coven Gloves;500;80;10;4;1
81081;Sanctified Dark Coven Hood;500;80;1;4;1
81082;Sanctified Dark Coven Leggings;500;80;7;4;1
81083;Sanctified Dark Coven Robe;500;80;20;4;1
81084;Sanctified Dark Coven Shoulderpads;500;80;3;4;1
81085;Sanctified Ymirjar Lord's Battleplate;500;80;5;4;4
81086;Sanctified Ymirjar Lord's Gauntlets;500;80;10;4;4
81087;Sanctified Ymirjar Lord's Helmet;500;80;1;4;4
81088;Sanctified Ymirjar Lord's Legplates;500;80;7;4;4
81089;Sanctified Ymirjar Lord's Shoulderplates;500;80;3;4;4
81090;Sanctified Ymirjar Lord's Breastplate;500;80;5;4;4
81091;Sanctified Ymirjar Lord's Greathelm;500;80;1;4;4
81092;Sanctified Ymirjar Lord's Handguards;500;80;10;4;4
81093;Sanctified Ymirjar Lord's Legguards;500;80;7;4;4
81094;Sanctified Ymirjar Lord's Pauldrons;500;80;3;4;4
91000;Cryptmaker;500;100;17;2;5
91001;Frozen Bonespike;500;100;21;2;15
91002;Lungbreaker;500;100;13;2;15
91003;Nightmare Ender;500;100;26;2;19
91004;Zod's Repeating Longbow;500;100;15;2;2
91005;Heartpierce;500;100;13;2;15
91006;Nibelung;500;100;17;2;10
91007;Scourgeborne Waraxe;500;100;13;2;0
91008;Bloodvenom Blade;500;100;13;2;7
91009;Rib Spreader;500;100;13;2;15
91010;Corpse-Impaling Spike;500;100;26;2;19
91011;Trauma;500;100;21;2;4
91012;Black Bruise;500;100;21;2;13
91013;Distant Land;500;100;17;2;10
91014;Rigormortis;500;100;21;2;7
91015;Last Word;500;100;13;2;4
91016;Bryntroll, the Bone Arbiter;500;100;17;2;1
91017;Keleseth's Seducer;500;100;22;2;13
91018;Dying Light;500;100;17;2;10
91019;Bloodfall;500;100;17;2;6
91020;Wrathful Gladiator's Sunderer;500;100;17;2;1
91021;Wrathful Gladiator's Crusher;500;100;17;2;5
91022;Wrathful Gladiator's Claymore;500;100;17;2;8
91023;Wrathful Gladiator's Recurve;500;100;15;2;2
91024;Wrathful Gladiator's Blade of Celerity;500;100;21;2;15
91025;Wrathful Gladiator's Mageblade;500;100;21;2;15
91026;Wrathful Gladiator's Combat Staff;500;100;17;2;10
91027;Wrathful Gladiator's Acute Staff;500;100;17;2;10
91028;Wrathful Gladiator's Skirmish Staff;500;100;17;2;10
91029;Wrathful Gladiator's Repeater;500;100;26;2;18
91030;Wrathful Gladiator's Greatstaff;500;100;17;2;10
91031;Wrathful Gladiator's Dicer;500;100;22;2;0
91032;Wrathful Gladiator's Dirk;500;100;22;2;15
91033;Wrathful Gladiator's Left Razor;500;100;22;2;13
91034;Wrathful Gladiator's Punisher;500;100;22;2;4
91035;Wrathful Gladiator's Swiftblade;500;100;22;2;7
91036;Wrathful Gladiator's Shotgun;500;100;26;2;3
91037;Wrathful Gladiator's Salvation;500;100;21;2;4
91038;Wrathful Gladiator's Light Staff;500;100;17;2;10
91039;Wrathful Gladiator's Halberd;500;100;17;2;6
91040;Wrathful Gladiator's Handaxe;500;100;13;2;0
91041;Wrathful Gladiator's Spike;500;100;13;2;15
91042;Wrathful Gladiator's Truncheon;500;100;13;2;4
91043;Wrathful Gladiator's Longblade;500;100;13;2;7
91044;Wrathful Gladiator's Grasp;500;100;21;2;13
91045;Wrathful Gladiator's Splitter;500;100;22;2;0
91046;Wrathful Gladiator's Eviscerator;500;100;22;2;15
91047;Wrathful Gladiator's Left Claw;500;100;22;2;13
91048;Shadowmourne;500;100;17;2;1
91049;Glorenzelg, High-Blade of the Silver Hand;500;100;17;2;8
91050;Archus, Greatstaff of Antonidas;500;100;17;2;10
91051;Bloodsurge, Kel'Thuzad's Blade of Agony;500;100;21;2;7
91052;Fal'inrush, Defender of Quel'thalas;500;100;26;2;18
91053;Royal Scepter of Terenas II;500;100;21;2;4
91054;Oathbinder, Charge of the Ranger-General;500;100;17;2;6
91055;Heaven's Fall, Kryss of a Thousand Lies;500;100;13;2;15
91056;Havoc's Call, Blade of Lordaeron Kings;500;100;13;2;0
91057;Mithrios, Bronzebeard's Legacy;500;100;13;2;4
17886;QA Test Ring +285 Spell Damage;435;1;11;4;0
40599;QA Test Ring +300 Hit Rating;435;1;11;4;0
32466;Bland Blade;350;0;13;2;7
33350;Frostmourne Art Demo;300;100;17;2;8
40727;Gnomish Gravity Well;300;0;12;4;0
45173;QA Test Normalized One-Hander;300;0;13;2;4
33475;Frostmourne;296;80;17;2;8
49623;Shadowmourne;284;80;17;2;1
50730;Glorenzelg, High-Blade of the Silver Hand;284;80;17;2;8
50731;Archus, Greatstaff of Antonidas;284;80;17;2;10
50732;Bloodsurge, Kel'Thuzad's Blade of Agony;284;80;21;2;7
50733;Fal'inrush, Defender of Quel'thalas;284;80;26;2;18
50734;Royal Scepter of Terenas II;284;80;21;2;4
50735;Oathbinder, Charge of the Ranger-General;284;80;17;2;6
50736;Heaven's Fall, Kryss of a Thousand Lies;284;80;13;2;15
50737;Havoc's Call, Blade of Lordaeron Kings;284;80;13;2;0
50738;Mithrios, Bronzebeard's Legacy;284;80;13;2;4
54576;Signet of Twilight;284;80;11;4;0
54577;Returning Footfalls;284;80;8;4;3
54578;Apocalypse's Advance;284;80;8;4;4
54579;Treads of Impending Resurrection;284;80;8;4;4
54580;Umbrage Armbands;284;80;9;4;2
54581;Penumbra Pendant;284;80;2;4;0
54582;Bracers of Fiery Night;284;80;9;4;1
54583;Cloak of Burning Dusk;284;80;16;4;1
54584;Phaseshifter's Bracers;284;80;9;4;2
54585;Ring of Phased Regeneration;284;80;11;4;0
54586;Foreshadow Steps;284;80;8;4;4
54587;Split Shape Belt;284;80;6;4;3
54588;Charred Twilight Scale;284;80;12;4;0
54589;Glowing Twilight Scale;284;80;12;4;0
54590;Sharpened Twilight Scale;284;80;12;4;0
54591;Petrified Twilight Scale;284;80;12;4;0
49686;Maghia's Misguided Quill;277;80;12;4;0
50348;Dislodged Foreign Object;277;80;12;4;0
50349;Corpse Tongue Coin;277;80;12;4;0
50363;Deathbringer's Will;277;80;12;4;0
50364;Sindragosa's Flawless Fang;277;80;12;4;0
50365;Phylactery of the Nameless Lich;277;80;12;4;0
50366;Althor's Abacus;277;80;12;4;0
50398;Ashen Band of Endless Destruction;277;80;11;4;0
50400;Ashen Band of Endless Wisdom;277;80;11;4;0
50402;Ashen Band of Endless Vengeance;277;80;11;4;0
50404;Ashen Band of Endless Courage;277;80;11;4;0
50603;Cryptmaker;277;80;17;2;5
50604;Band of the Bone Colossus;277;80;11;4;0
50605;Snowserpent Mail Helm;277;80;1;4;3
50606;Gendarme's Cuirass;277;80;5;4;4
50607;Frostbitten Fur Boots;277;80;8;4;2
50608;Frozen Bonespike;277;80;21;2;15
50609;Bone Sentinel's Amulet;277;80;2;4;0
50610;Marrowgar's Frigid Eye;277;80;11;4;0
50611;Bracers of Dark Reckoning;277;80;9;4;4
50612;Legguards of Lost Hope;277;80;7;4;4
50613;Crushing Coldwraith Belt;277;80;6;4;1
50614;Loop of the Endless Labyrinth;277;80;11;4;0
50615;Handguards of Winter's Respite;277;80;10;4;2
50616;Bulwark of Smouldering Steel;277;80;14;4;6
50617;Rusted Bonespike Pauldrons;277;80;3;4;4
50618;Frostbrood Sapphire Ring;277;80;11;4;0
50619;Anub'ar Stalker's Gloves;277;80;10;4;3
50620;Coldwraith Links;277;80;6;4;4
50621;Lungbreaker;277;80;13;2;15
50622;Devium's Eternally Cold Ring;277;80;11;4;0
50623;Leggings of Dying Candles;277;80;7;4;4
50624;Scourge Reaver's Legplates;277;80;7;4;4
50625;Grinning Skull Greatboots;277;80;8;4;4
50626;Snowstorm Helm;277;80;1;4;3
50627;Noose of Malachite;277;80;2;4;0
50628;Frostbinder's Shredded Cape;277;80;16;4;1
50629;Robe of the Waking Nightmare;277;80;20;4;1
50630;Bracers of Eternal Dreaming;277;80;9;4;2
50631;Nightmare Ender;277;80;26;2;19
50632;Boots of the Funeral March;277;80;8;4;4
50633;Sindragosa's Cruel Claw;277;80;2;4;0
50635;Sundial of Eternal Dusk;277;80;23;4;0
50636;Memory of Malygos;277;80;11;4;0
50638;Zod's Repeating Longbow;277;80;15;2;2
50639;Blood-Soaked Saronite Stompers;277;80;8;4;4
50640;Broken Ram Skull Helm;277;80;1;4;4
50641;Heartpierce;277;80;13;2;15
50642;Juggernaut Band;277;80;11;4;0
50643;Shoulders of Mercy Killing;277;80;3;4;1
50644;Ring of Maddening Whispers;277;80;11;4;0
50645;Leggings of Northern Lights;277;80;7;4;3
50646;Cultist's Bloodsoaked Spaulders;277;80;3;4;2
50647;Ahn'kahar Onyx Neckguard;277;80;2;4;0
50648;Nibelung;277;80;17;2;10
50649;Deathwhisper Raiment;277;80;20;4;2
50650;Fallen Lord's Handguards;277;80;10;4;4
50651;The Lady's Brittle Bracers;277;80;9;4;1
50652;Necrophotic Greaves;277;80;8;4;3
50653;Shadowvault Slayer's Cloak;277;80;16;4;1
50654;Scourgeborne Waraxe;277;80;13;2;0
50655;Scourge Hunter's Vambraces;277;80;9;4;3
50656;Ikfirus's Sack of Wonder;277;80;5;4;2
50657;Skeleton Lord's Circle;277;80;11;4;0
50658;Amulet of the Silent Eulogy;277;80;2;4;0
50659;Polar Bear Claw Bracers;277;80;9;4;4
50660;Boneguard Commander's Pauldrons;277;80;3;4;4
50661;Corp'rethar Ceremonial Crown;277;80;1;4;1
50663;Gunship Captain's Mittens;277;80;10;4;1
50664;Ring of Rapid Ascent;277;80;11;4;0
50665;Boots of Unnatural Growth;277;80;8;4;2
50667;Waistband of Righteous Fury;277;80;6;4;4
50668;Greatcloak of the Turned Champion;277;80;16;4;1
50670;Toskk's Maximized Wristguards;277;80;9;4;2
50671;Belt of the Blood Nova;277;80;6;4;3
50672;Bloodvenom Blade;277;80;13;2;7
50673;Dual-Bladed Pauldrons;277;80;3;4;3
50674;Raging Behemoth's Shoulderplates;277;80;3;4;4
50675;Aldriana's Gloves of Secrecy;277;80;10;4;2
50676;Rib Spreader;277;80;13;2;15
50677;Winding Sheet;277;80;16;4;1
50678;Seal of Many Mouths;277;80;11;4;0
50679;Helm of the Elder Moon;277;80;1;4;2
50680;Rot-Resistant Breastplate;277;80;5;4;4
50681;Blightborne Warplate;277;80;5;4;4
50682;Bile-Encrusted Medallion;277;80;2;4;0
50684;Corpse-Impaling Spike;277;80;26;2;19
50685;Trauma;277;80;21;2;4
50686;Death Surgeon's Sleeves;277;80;9;4;1
50687;Bloodsunder's Bracers;277;80;9;4;3
50688;Nerub'ar Stalker's Cord;277;80;6;4;3
50689;Carapace of Forgotten Kings;277;80;5;4;3
50690;Fleshrending Gauntlets;277;80;10;4;4
50691;Belt of Broken Bones;277;80;6;4;4
50692;Black Bruise;277;80;21;2;13
50693;Might of Blight;277;80;11;4;0
50694;Plaguebringer's Stained Pants;277;80;7;4;1
50695;Distant Land;277;80;17;2;10
50696;Leather of Stitched Scourge Parts;277;80;7;4;2
50697;Gangrenous Leggings;277;80;7;4;2
50698;Horrific Flesh Epaulets;277;80;3;4;3
50699;Plague Scientist's Boots;277;80;8;4;1
50700;Holiday's Grace;277;80;2;4;0
50701;Faceplate of the Forgotten;277;80;1;4;4
50702;Lingering Illness;277;80;6;4;1
50703;Unclean Surgical Gloves;277;80;10;4;3
50704;Rigormortis;277;80;21;2;7
50705;Professor's Bloodied Smock;277;80;6;4;2
50706;Tiny Abomination in a Jar;277;80;12;4;0
50707;Astrylian's Sutured Cinch;277;80;6;4;2
50708;Last Word;277;80;13;2;4
50709;Bryntroll, the Bone Arbiter;277;80;17;2;1
50710;Keleseth's Seducer;277;80;22;2;13
50711;Treads of the Wasteland;277;80;8;4;3
50712;Landsoul's Horned Greathelm;277;80;1;4;4
50713;Geistlord's Punishment Sack;277;80;1;4;2
50714;Valanar's Other Signet Ring;277;80;11;4;0
50715;Shoulders of Frost-Tipped Thorns;277;80;3;4;2
50716;Taldaram's Plated Fists;277;80;10;4;4
50717;Sanguine Silk Robes;277;80;20;4;1
50718;Royal Crimson Cloak;277;80;16;4;1
50719;Shadow Silk Spindle;277;80;23;4;0
50720;Incarnadine Band of Mending;277;80;11;4;0
50721;Crypt Keeper's Bracers;277;80;9;4;4
50722;San'layn Ritualist Gloves;277;80;10;4;1
50723;Mail of Crimson Coins;277;80;5;4;3
50724;Blood Queen's Crimson Choker;277;80;2;4;0
50725;Dying Light;277;80;17;2;10
50726;Bauble of True Blood;277;80;12;4;0
50727;Bloodfall;277;80;17;2;6
50728;Lana'thel's Chain of Flagellation;277;80;2;4;0
50729;Icecrown Glacial Wall;277;80;14;4;6
51220;Sanctified Ymirjar Lord's Breastplate;277;80;5;4;4
51221;Sanctified Ymirjar Lord's Greathelm;277;80;1;4;4
51222;Sanctified Ymirjar Lord's Handguards;277;80;10;4;4
51223;Sanctified Ymirjar Lord's Legguards;277;80;7;4;4
51224;Sanctified Ymirjar Lord's Pauldrons;277;80;3;4;4
51225;Sanctified Ymirjar Lord's Battleplate;277;80;5;4;4
51226;Sanctified Ymirjar Lord's Gauntlets;277;80;10;4;4
51227;Sanctified Ymirjar Lord's Helmet;277;80;1;4;4
51228;Sanctified Ymirjar Lord's Legplates;277;80;7;4;4
51229;Sanctified Ymirjar Lord's Shoulderplates;277;80;3;4;4
51230;Sanctified Dark Coven Gloves;277;80;10;4;1
51231;Sanctified Dark Coven Hood;277;80;1;4;1
51232;Sanctified Dark Coven Leggings;277;80;7;4;1
51233;Sanctified Dark Coven Robe;277;80;20;4;1
51234;Sanctified Dark Coven Shoulderpads;277;80;3;4;1
51235;Sanctified Frost Witch's Shoulderpads;277;80;3;4;3
51236;Sanctified Frost Witch's Kilt;277;80;7;4;3
51237;Sanctified Frost Witch's Helm;277;80;1;4;3
51238;Sanctified Frost Witch's Gloves;277;80;10;4;3
